 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
C minor mel (3b), 0, 2, 0, 0, 2, 2, 2, 1, 4, 3, 1, 0, 0, 2, 0, 0, 2, 2, 2, 1, 4, 3, 1, 0, 0, 4, 1, 0, 0, 2, 4, 1,  , 3, 1, 0,  , 3, 4, 4, 0, 2, 0, 1,  , 6, 4, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 2, 4, 1, 0, 2, 3, 0,  , 2, 2, 1, 2, 2, 2, 1, 0, 0, 112
F# minor mel (3#), 1, 2, 1, 1, 2, 1, 2, 2, 3, 3, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 3, 3, 2, 2, 2, 3, 4, 1, 0, 4, 5, 3,  , 4, 4, 1,  , 1, 1, 1, 4, 4, 1, 5,  , 7, 11, 1, 1, 5, 3, 8, 2, 0, 3, 2, 5, 4, 6, 3, 1, 5, 3, 2,  , 2, 3, 5, 5, 4, 3, 3, 3, 1, 194
Eb major blues (3b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
A major blues (3#), 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 4, 1, 2, 0, 4, 2, 0,  , 3, 1, 1,  , 2, 3, 2, 2, 3, 0, 1,  , 8, 4, 3, 0, 5, 4, 5, 2, 0, 3, 1, 5, 1, 5, 1, 1, 3, 2, 2,  , 1, 1, 0, 3, 3, 2, 1, 1, 0, 122
C minor blues (3b), 0, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 5, 2, 3, 1, 5, 3, 0,  , 4, 2, 2,  , 3, 4, 3, 3, 4, 1, 1,  , 7, 5, 4, 1, 6, 5, 6, 3, 0, 4, 1, 4, 2, 6, 1, 1, 4, 3, 3,  , 2, 2, 1, 2, 2, 3, 2, 2, 0, 168
F# minor blues (3#), 0, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 5, 2, 2, 1, 4, 5, 1,  , 4, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 7, 5, 3, 1, 4, 4, 4, 2, 1, 4, 1, 3, 3, 5, 1, 0, 3, 4, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 182
Eb dorian (3b), 0, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 2, 2, 1, 6, 4, 1,  , 4, 2, 1,  , 4, 5, 4, 2, 3, 1, 1,  , 8, 5, 4, 1, 5, 5, 5, 3, 1, 5, 1, 4, 3, 6, 1, 0, 3, 5, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 189
A dorian (3#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
Eb phrygian (3b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
A phrygian (3#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
Eb lydian (3b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
A lydian (3#), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
Eb mixolydian (3b), 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 1, 1, 0, 0, 0, 79
A mixolydian (3#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
Eb aeolian (3b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
A aeolian (3#), 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 2, 1, 1, 0, 4, 3, 1,  , 0, 1, 0,  , 2, 3, 2, 2, 1, 1, 1,  , 7, 1, 2, 1, 3, 3, 4, 1, 1, 4, 1, 3, 1, 2, 1, 0, 2, 4, 2,  , 2, 2, 1, 2, 2, 3, 1, 1, 1, 120
Eb locrian (3b), 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 4, 1, 2, 0, 4, 2, 0,  , 3, 1, 1,  , 2, 3, 2, 2, 3, 0, 1,  , 8, 4, 3, 0, 5, 4, 5, 2, 0, 3, 1, 5, 1, 5, 1, 1, 3, 2, 2,  , 1, 1, 0, 3, 3, 2, 1, 1, 0, 122
A locrian (3#), 0, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 5, 2, 3, 1, 5, 3, 0,  , 4, 2, 2,  , 3, 4, 3, 3, 4, 1, 1,  , 7, 5, 4, 1, 6, 5, 6, 3, 0, 4, 1, 4, 2, 6, 1, 1, 4, 3, 3,  , 2, 2, 1, 2, 2, 3, 2, 2, 0, 168
Ab major (4b), 0, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 5, 2, 2, 1, 4, 5, 1,  , 4, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 7, 5, 3, 1, 4, 4, 4, 2, 1, 4, 1, 3, 3, 5, 1, 0, 3, 4, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 182
E major (4#), 0, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 2, 2, 1, 6, 4, 1,  , 4, 2, 1,  , 4, 5, 4, 2, 3, 1, 1,  , 8, 5, 4, 1, 5, 5, 5, 3, 1, 5, 1, 4, 3, 6, 1, 0, 3, 5, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 189
F minor (4b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
C# minor (4#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
F minor mel (4b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
C# minor mel (4#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
Ab major blues (4b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
E major blues (4#), 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 1, 1, 0, 0, 0, 79
F minor blues (4b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
C# minor blues (4#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
Ab dorian (4b), 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 2, 1, 1, 0, 4, 3, 1,  , 0, 1, 0,  , 2, 3, 2, 2, 1, 1, 1,  , 7, 1, 2, 1, 3, 3, 4, 1, 1, 4, 1, 3, 1, 2, 1, 0, 2, 4, 2,  , 2, 2, 1, 2, 2, 3, 1, 1, 1, 120
E dorian (4#), 0, 3, 2, 2, 4, 3, 3, 1, 1, 3, 2, 2, 2, 3, 2, 2, 4, 3, 3, 1, 1, 3, 2, 2, 2, 3, 4, 1, 1, 5, 5, 1,  , 4, 4, 1,  , 3, 3, 3, 3, 4, 1, 4,  , 7, 10, 3, 1, 5, 4, 7, 4, 1, 4, 1, 3, 3, 6, 2, 0, 4, 3, 1,  , 3, 4, 2, 3, 2, 2, 3, 2, 0, 196
Ab phrygian (4b), 0, 2, 0, 0, 2, 2, 2, 1, 4, 3, 1, 0, 0, 2, 0, 0, 2, 2, 2, 1, 4, 3, 1, 0, 0, 4, 1, 0, 0, 2, 4, 1,  , 3, 1, 0,  , 3, 4, 4, 0, 2, 0, 1,  , 6, 4, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 2, 4, 1, 0, 2, 3, 0,  , 2, 2, 1, 2, 2, 2, 1, 0, 0, 112
E phrygian (4#), 1, 2, 1, 1, 2, 1, 2, 2, 3, 3, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 3, 3, 2, 2, 2, 3, 4, 1, 0, 4, 5, 3,  , 4, 4, 1,  , 1, 1, 1, 4, 4, 1, 5,  , 7, 11, 1, 1, 5, 3, 8, 2, 0, 3, 2, 5, 4, 6, 3, 1, 5, 3, 2,  , 2, 3, 5, 5, 4, 3, 3, 3, 1, 194
Ab lydian (4b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
E lydian (4#), 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 4, 1, 2, 0, 4, 2, 0,  , 3, 1, 1,  , 2, 3, 2, 2, 3, 0, 1,  , 8, 4, 3, 0, 5, 4, 5, 2, 0, 3, 1, 5, 1, 5, 1, 1, 3, 2, 2,  , 1, 1, 0, 3, 3, 2, 1, 1, 0, 122
Ab mixolydian (4b), 0, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 5, 2, 3, 1, 5, 3, 0,  , 4, 2, 2,  , 3, 4, 3, 3, 4, 1, 1,  , 7, 5, 4, 1, 6, 5, 6, 3, 0, 4, 1, 4, 2, 6, 1, 1, 4, 3, 3,  , 2, 2, 1, 2, 2, 3, 2, 2, 0, 168
E mixolydian (4#), 0, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 5, 2, 2, 1, 4, 5, 1,  , 4, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 7, 5, 3, 1, 4, 4, 4, 2, 1, 4, 1, 3, 3, 5, 1, 0, 3, 4, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 182
Ab aeolian (4b), 0, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 2, 2, 1, 6, 4, 1,  , 4, 2, 1,  , 4, 5, 4, 2, 3, 1, 1,  , 8, 5, 4, 1, 5, 5, 5, 3, 1, 5, 1, 4, 3, 6, 1, 0, 3, 5, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 189
E aeolian (4#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
Ab locrian (4b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
E locrian (4#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
Db major (5b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
B major (5#), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
Bb minor (5b), 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 1, 1, 0, 0, 0, 79
G# minor (5#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
Bb minor mel (5b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
G# minor mel (5#), 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 3, 0, 0, 2, 1, 3, 1, 4, 2, 0, 1, 1, 2, 1, 1, 0, 4, 3, 1,  , 0, 1, 0,  , 2, 3, 2, 2, 1, 1, 1,  , 7, 1, 2, 1, 3, 3, 4, 1, 1, 4, 1, 3, 1, 2, 1, 0, 2, 4, 2,  , 2, 2, 1, 2, 2, 3, 1, 1, 1, 120
Db major blues (5b), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
B major blues (5#), 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 4, 4, 0, 0, 0, 4, 1, 2, 0, 4, 2, 0,  , 3, 1, 1,  , 2, 3, 2, 2, 3, 0, 1,  , 8, 4, 3, 0, 5, 4, 5, 2, 0, 3, 1, 5, 1, 5, 1, 1, 3, 2, 2,  , 1, 1, 0, 3, 3, 2, 1, 1, 0, 122
Bb minor blues (5b), 0, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 5, 2, 3, 1, 5, 3, 0,  , 4, 2, 2,  , 3, 4, 3, 3, 4, 1, 1,  , 7, 5, 4, 1, 6, 5, 6, 3, 0, 4, 1, 4, 2, 6, 1, 1, 4, 3, 3,  , 2, 2, 1, 2, 2, 3, 2, 2, 0, 168
G# minor blues (5#), 0, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 5, 2, 2, 1, 4, 5, 1,  , 4, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 7, 5, 3, 1, 4, 4, 4, 2, 1, 4, 1, 3, 3, 5, 1, 0, 3, 4, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 182
Db dorian (5b), 0, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 3, 1, 1, 3, 3, 4, 2, 4, 3, 2, 1, 1, 4, 2, 2, 1, 6, 4, 1,  , 4, 2, 1,  , 4, 5, 4, 2, 3, 1, 1,  , 8, 5, 4, 1, 5, 5, 5, 3, 1, 5, 1, 4, 3, 6, 1, 0, 3, 5, 2,  , 3, 3, 2, 2, 2, 4, 2, 1, 0, 189
B dorian (5#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
Db phrygian (5b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
B phrygian (5#), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 3, 1, 4, 4, 4, 2, 1, 4, 1, 2, 2, 4, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 159
Db lydian (5b), 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 1, 2, 0, 0, 0, 80
B lydian (5#), 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 0, 4, 1, 1, 0, 3, 4, 0,  , 2, 1, 0,  , 3, 4, 4, 1, 2, 0, 1,  , 7, 3, 2, 0, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 0, 2, 2, 1,  , 2, 2, 0, 2, 2, 3, 1, 0, 0, 113
Db mixolydian (5b), 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 2, 1, 1, 1, 4, 2, 1, 0, 0, 3, 0, 0, 0, 1, 3, 1,  , 2, 0, 0,  , 2, 3, 3, 0, 1, 0, 0,  , 5, 3, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 1, 3, 0,  , 1, 1, 1, 1, 1, 1, 0, 0, 0, 79
B mixolydian (5#), 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 2, 3, 0,  , 1, 0, 0,  , 2, 3, 3, 1, 1, 0, 0,  , 6, 2, 2, 0, 2, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 2, 1,  , 1, 1, 0, 1, 2, 2, 0, 0, 0, 83
Db aeolian (5b), 0, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 3, 1, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 5, 2, 2, 1, 4, 5, 0,  , 3, 2, 1,  , 4, 5, 5, 2, 3, 1, 1,  , 6, 4, 4, 1, 4, 4, 4, 3, 1, 4, 1, 2, 2, 5, 1, 0, 3, 3, 2,  , 3, 3, 1, 1, 1, 4, 2, 1, 0, 162
