 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C locrian (0),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F major (1b), 0/0, 0/0, 1/1, 0/0, 3/3, 1/2, 2/3, 0/0, 0/0, 1/0, 1/2, 3/3, 2/1, 0/0, 1/1, 0/0, 3/3, 1/2, 2/3, 0/0, 0/0, 1/1, 1/2, 3/2, 2/2, 1/3, 3/4, 2/1, 0/0, 1/3, 1/1, 2/1, 3/3, 0/0, 4/4, 1/1, 2/2, 2/3, 1/1, 6/4, 0/0, 1/1, 0/0, 2/1, 3/1, 1/1, 3/4, 0/0, 1/1, 1/1, 3/3, 4/2, 0/0, 1/1, 0/0, 3/1, 1/1, 1/0, 2/4, 1/0, 2/1, 0/0, 87/85
G major (1#), 0/0, 1/0, 3/1, 0/0, 5/4, 1/2, 2/3, 0/0, 2/4, 1/1, 2/3, 2/1, 2/2, 1/2, 3/2, 0/0, 5/4, 1/2, 2/3, 0/1, 2/1, 1/4, 2/3, 2/2, 2/3, 1/1, 5/6, 4/4, 0/3, 2/6, 3/3, 3/2, 5/1, 0/0, 7/6, 1/3, 0/0, 3/2, 3/1, 6/4, 1/0, 2/1, 2/0, 3/1, 2/1, 2/1, 6/4, 1/0, 1/1, 1/1, 4/3, 6/2, 2/0, 3/1, 0/0, 3/1, 2/1, 1/0, 2/4, 1/0, 2/1, 0/0, 132/113
D minor (1b), 0/0, 0/1, 2/1, 0/0, 4/3, 1/2, 3/3, 0/1, 0/1, 1/1, 1/2, 2/3, 3/2, 0/1, 2/1, 0/0, 4/3, 1/2, 3/3, 0/1, 0/1, 1/0, 1/2, 2/0, 2/0, 1/2, 3/6, 2/1, 0/3, 1/5, 1/3, 2/1, 2/1, 0/0, 6/4, 1/1, 2/2, 1/3, 1/2, 6/3, 0/0, 1/3, 0/1, 2/1, 3/3, 1/2, 4/4, 0/1, 1/1, 1/2, 3/4, 4/3, 0/1, 1/3, 0/0, 3/2, 1/0, 1/1, 6/5, 1/1, 2/2, 0/0, 97/111
E minor (1#), 0/0, 1/2, 3/5, 0/1, 5/5, 2/2, 3/3, 0/5, 3/4, 1/0, 2/2, 1/1, 3/2, 1/5, 3/5, 0/1, 5/5, 2/2, 3/3, 0/5, 3/4, 1/0, 2/2, 1/0, 2/0, 1/2, 6/7, 3/4, 0/0, 2/3, 4/5, 3/2, 5/2, 0/0, 10/7, 1/2, 0/1, 3/3, 4/3, 6/4, 1/1, 3/4, 2/3, 3/2, 2/3, 2/1, 6/6, 1/2, 1/1, 1/0, 4/5, 6/10, 4/8, 4/7, 0/0, 3/3, 3/5, 1/6, 6/5, 1/3, 2/6, 0/1, 151/191
D minor mel (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E minor mel (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F major blues (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G major blues (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D minor blues (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
E minor blues (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F dorian (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G dorian (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F phrygian (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G phrygian (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F lydian (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G lydian (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F mixolydian (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G mixolydian (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F aeolian (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G aeolian (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
F locrian (1b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G locrian (1#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb major (2b), 0/0, 1/1, 2/1, 1/0, 4/3, 0/0, 1/2, 1/2, 0/0, 2/1, 1/5, 5/3, 2/3, 1/1, 2/1, 1/0, 4/3, 0/0, 1/2, 1/2, 0/0, 2/1, 1/5, 5/3, 4/3, 2/3, 2/4, 1/1, 0/0, 0/0, 0/2, 3/5, 4/3, 0/0, 5/4, 2/4, 4/4, 3/2, 1/1, 5/4, 0/0, 0/1, 1/0, 3/3, 2/2, 2/1, 2/4, 1/1, 0/0, 2/2, 2/2, 5/2, 1/0, 0/1, 0/0, 5/3, 2/1, 2/2, 2/5, 3/3, 2/1, 1/3, 112/116
D major (2#), 0/0, 2/3, 4/3, 1/2, 6/6, 2/3, 4/4, 1/1, 3/4, 2/4, 2/3, 2/2, 3/3, 2/3, 4/3, 1/2, 6/6, 2/3, 4/4, 1/1, 3/4, 2/4, 2/3, 2/2, 3/3, 1/1, 6/6, 4/4, 1/3, 3/6, 4/3, 3/1, 3/1, 0/0, 7/6, 2/4, 1/2, 4/3, 4/2, 5/3, 1/0, 3/3, 3/1, 3/2, 2/1, 3/3, 5/8, 2/2, 1/1, 2/2, 5/4, 7/3, 3/1, 4/3, 0/0, 4/3, 1/0, 2/4, 6/5, 2/3, 3/6, 1/2, 175/178
G minor (2b), 0/0, 1/3, 3/2, 1/2, 5/4, 0/3, 1/3, 1/2, 0/1, 1/1, 1/2, 3/3, 2/2, 1/3, 3/2, 1/2, 5/4, 0/3, 1/3, 1/2, 0/1, 1/1, 1/2, 3/3, 3/3, 2/4, 2/6, 1/1, 0/0, 0/1, 0/3, 3/1, 4/1, 0/0, 6/6, 2/4, 3/0, 2/3, 1/2, 5/3, 0/0, 0/3, 1/1, 3/4, 2/2, 2/2, 3/4, 1/1, 0/0, 2/2, 2/2, 5/3, 1/1, 0/3, 0/0, 4/4, 2/0, 2/4, 2/6, 2/4, 1/2, 1/3, 106/143
B minor (2#), 0/0, 4/3, 4/3, 1/2, 6/5, 3/4, 4/4, 1/1, 4/2, 2/5, 1/3, 2/1, 3/3, 4/3, 4/3, 1/2, 6/5, 3/4, 4/4, 1/1, 4/2, 2/5, 1/3, 2/1, 4/4, 2/2, 6/6, 4/5, 1/3, 3/6, 5/7, 2/4, 5/4, 0/2, 8/6, 5/6, 1/1, 3/5, 5/2, 5/3, 1/1, 4/4, 4/6, 2/2, 2/1, 4/4, 5/6, 3/3, 1/1, 2/3, 4/5, 10/8, 6/7, 5/6, 0/0, 2/3, 2/5, 4/6, 6/5, 3/3, 3/6, 1/2, 200/222
G minor mel (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
B minor mel (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb major blues (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D major blues (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
G minor blues (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
B minor blues (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb dorian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D dorian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb phrygian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D phrygian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb lydian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D lydian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb mixolydian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D mixolydian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb aeolian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D aeolian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Bb locrian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
D locrian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0/0
Eb major (3b), 0/0, 2/1, 3/2, 1/2, 2/2, 1/1, 0/0, 1/2, 1/1, 3/2, 1/2, 4/3, 3/2, 2/1, 3/2, 1/2, 2/2, 1/1, 0/0, 1/2, 1/1, 3/2, 1/2, 4/3, 5/3, 3/4, 3/2, 1/1, 0/0, 0/0, 1/1, 5/4, 5/5, 1/2, 6/4, 5/6, 4/4, 5/3, 2/2, 4/3, 0/0, 0/0, 1/1, 5/3, 2/2, 2/2, 1/1, 2/2, 0/0, 2/3, 3/2, 5/3, 2/2, 1/2, 0/0, 6/3, 3/4, 4/4, 1/1, 3/3, 2/1, 1/3, 137/124
A major (3#), 1/1, 3/5, 5/5, 2/3, 5/5, 3/3, 3/3, 2/4, 3/4, 2/2, 2/3, 1/1, 2/2, 3/5, 5/5, 2/3, 5/5, 3/3, 3/3, 2/4, 3/4, 2/0, 2/2, 1/0, 2/0, 2/2, 7/7, 4/5, 1/3, 3/6, 5/8, 4/3, 4/5, 0/0, 7/7, 3/10, 1/2, 5/6, 3/3, 4/4, 1/1, 4/4, 4/6, 4/3, 3/3, 3/3, 4/6, 3/4, 1/1, 3/4, 4/3, 8/8, 4/7, 5/7, 0/0, 5/2, 2/3, 2/4, 5/3, 3/4, 4/7, 2/3, 194/232
C minor (3b), 0/0, 1/0, 3/1, 1/0, 3/4, 1/1, 0/0, 1/2, 1/1, 2/2, 1/2, 2/1, 3/1, 1/0, 3/1, 1/0, 3/4, 1/1, 0/0, 1/2, 1/1, 2/2, 1/2, 2/1, 4/3, 3/4, 3/2, 1/1, 0/0, 0/0, 1/1, 3/4, 3/5, 1/0, 6/4, 3/0, 3/3, 3/3, 2/2, 4/3, 0/0, 0/0, 1/1, 3/3, 2/1, 3/1, 1/4, 2/0, 0/0, 3/3, 3/2, 5/3, 2/2, 1/2, 0/0, 4/3, 3/4, 3/0, 1/4, 2/0, 1/1, 1/0, 116/98
F# minor (3#), 1/1, 5/4, 5/5, 2/3, 3/5, 3/3, 3/3, 2/6, 4/2, 4/5, 1/0, 2/1, 2/1, 5/4, 5/5, 2/3, 3/5, 3/3, 3/3, 2/6, 4/2, 4/5, 1/0, 2/2, 3/4, 3/5, 7/6, 5/5, 1/3, 3/5, 6/7, 3/4, 6/4, 0/0, 7/7, 7/7, 3/2, 4/5, 4/2, 4/3, 1/1, 4/4, 5/6, 3/3, 3/1, 4/3, 4/6, 4/4, 1/1, 3/6, 3/2, 9/8, 7/7, 6/6, 0/0, 3/3, 3/5, 5/6, 5/5, 6/3, 4/6, 2/2, 222/234
