 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, rowcost
Eb major (3b), 3/2, 4/3, 1/0, 1/0, 2/2, 1/2, 0/0, 0/0, 1/1, 3/2, 2/3, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 1/0, 0/0, 0/0, 2/5, 3/4, 2/4, 2/1, 3/3, 4/2, 2/3, 1/0, 1/0, 2/1, 0/0, 1/0, 1/0, 1/0, 0/0,  , 3/2, 4/3, 1/0, 1/0, 2/2, 1/2, 2/2, 1/1, 2/2, 1/1, 2/1, 1/1, 0/0, 2/1, 0/0, 1/1, 2/1, 1/2, 0/0, 0/0, 74/61
A major (3#), 2/0, 1/2, 1/0, 0/0, 2/2, 3/2, 2/0, 1/0, 3/2, 2/3, 1/1, 1/0, 3/1, 2/1, 1/0, 0/0, 3/2, 3/1, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/2, 1/0, 1/0, 2/2, 3/2, 1/0,  , 2/0, 1/2, 1/0, 0/0, 2/1, 2/1, 1/1, 1/1, 1/1, 3/0, 0/0, 1/0, 1/0, 1/0, 3/1, 1/1, 1/0, 2/1, 2/0, 1/0, 72/33
C minor (3b), 1/0, 3/2, 1/0, 1/0, 1/1, 3/2, 0/0, 0/0, 1/1, 3/1, 2/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 1/1, 0/0, 0/0, 2/2, 3/2, 2/0, 2/1, 3/2, 4/1, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0,  , 1/0, 3/2, 1/0, 1/0, 1/1, 3/2, 2/1, 1/0, 2/1, 1/1, 2/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 3/1, 0/0, 0/0, 69/26
F# minor (3#), 3/2, 1/1, 1/0, 0/0, 2/2, 4/2, 2/1, 1/0, 5/4, 3/3, 1/1, 1/0, 3/1, 2/1, 1/0, 0/0, 5/2, 4/2, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/1, 0/0, 0/0, 0/0, 1/0, 4/2, 1/0, 1/0, 5/3, 5/4, 1/0,  , 3/2, 1/1, 1/0, 0/0, 2/1, 3/1, 2/1, 2/1, 2/1, 4/2, 0/0, 1/0, 1/0, 1/2, 3/1, 1/0, 3/6, 3/2, 2/3, 1/1, 96/58
Ab major (4b), 4/3, 5/3, 0/0, 0/0, 3/2, 1/2, 0/0, 0/0, 4/2, 4/4, 4/5, 0/0, 1/0, 1/0, 0/0, 0/0, 3/2, 2/2, 0/0, 0/0, 2/3, 4/4, 2/0, 1/0, 4/4, 4/4, 2/5, 1/2, 2/4, 2/1, 1/0, 3/2, 5/4, 3/2, 0/0,  , 4/3, 5/3, 0/0, 0/0, 3/2, 1/2, 3/2, 3/2, 3/2, 2/2, 3/3, 2/1, 0/0, 3/2, 0/0, 2/2, 2/1, 1/2, 0/0, 0/0, 105/89
E major (4#), 3/0, 2/1, 1/1, 0/0, 3/1, 2/1, 1/0, 0/0, 6/2, 2/1, 2/1, 0/0, 4/1, 3/1, 1/1, 0/0, 5/2, 4/2, 2/1, 1/0, 0/0, 1/2, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 2/2, 2/0, 2/0, 5/2, 5/2, 1/0,  , 3/0, 2/1, 1/1, 0/0, 3/1, 1/1, 2/1, 3/1, 2/1, 4/2, 0/0, 2/0, 1/0, 2/0, 3/1, 2/1, 1/0, 1/1, 2/2, 1/0, 98/38
F minor (4b), 2/0, 4/2, 0/3, 0/1, 2/0, 3/2, 0/0, 0/0, 2/0, 3/1, 3/1, 0/0, 1/1, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 2/2, 4/2, 2/0, 1/0, 3/2, 3/2, 2/3, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 0/0,  , 2/0, 4/2, 0/3, 0/1, 2/0, 3/2, 3/1, 2/0, 3/1, 1/1, 2/0, 2/0, 0/0, 2/0, 0/0, 2/0, 1/0, 3/2, 0/0, 0/0, 80/35
C# minor (4#), 4/2, 2/3, 1/0, 0/0, 4/4, 3/2, 1/1, 0/0, 7/5, 2/1, 2/1, 0/0, 4/2, 4/2, 1/0, 0/0, 6/4, 5/8, 3/6, 2/2, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 2/6, 5/4, 3/6, 3/4, 5/3, 6/5, 2/2,  , 4/2, 2/1, 1/0, 0/0, 4/3, 2/1, 3/1, 3/1, 3/1, 5/4, 0/0, 3/2, 1/0, 2/2, 3/0, 2/1, 3/6, 2/1, 3/4, 1/0, 126/103
Db major (5b), 5/4, 4/7, 0/0, 0/0, 5/3, 1/2, 0/0, 0/0, 6/4, 3/3, 5/4, 0/0, 3/4, 3/2, 0/0, 0/0, 4/2, 3/2, 1/0, 1/0, 1/3, 3/6, 2/0, 1/0, 3/2, 5/5, 1/3, 1/2, 3/4, 3/1, 3/4, 5/4, 5/4, 4/3, 1/0,  , 5/4, 4/7, 0/0, 0/0, 5/3, 1/2, 3/4, 4/4, 3/4, 3/2, 3/3, 4/3, 0/0, 4/3, 0/0, 3/3, 2/1, 1/2, 1/0, 0/0, 131/123
B major (5#), 4/2, 2/1, 1/0, 0/0, 3/2, 3/1, 1/0, 0/0, 5/3, 1/1, 3/2, 0/0, 4/3, 3/1, 1/0, 0/0, 4/2, 3/2, 2/1, 1/0, 0/0, 1/0, 0/0, 0/0, 1/1, 2/1, 0/0, 0/0, 2/0, 4/2, 2/0, 3/0, 4/3, 4/3, 1/0,  , 4/2, 2/1, 1/0, 0/0, 3/1, 2/1, 2/1, 2/1, 2/1, 3/2, 1/0, 2/0, 1/0, 2/2, 2/1, 1/1, 3/6, 2/1, 2/2, 1/0, 103/54
Bb minor (5b), 2/2, 4/2, 0/0, 0/0, 3/1, 3/2, 0/0, 0/0, 3/0, 2/1, 2/1, 0/0, 2/2, 2/1, 0/0, 0/0, 2/0, 2/0, 1/0, 1/0, 1/3, 4/4, 2/1, 1/0, 2/2, 3/2, 1/3, 1/0, 2/0, 2/0, 2/0, 3/0, 1/0, 2/0, 1/0,  , 2/2, 4/2, 0/0, 0/0, 3/1, 3/2, 3/2, 2/0, 3/2, 2/1, 2/0, 3/0, 0/0, 2/1, 0/0, 2/1, 1/0, 3/2, 1/0, 0/0, 93/43
G# minor (5#), 5/3, 6/5, 1/0, 0/0, 5/6, 3/2, 1/0, 0/0, 7/4, 1/1, 3/3, 0/0, 5/4, 5/4, 1/0, 0/0, 5/2, 4/2, 3/1, 2/0, 0/0, 5/4, 0/0, 0/0, 1/0, 3/2, 0/0, 0/0, 3/2, 5/2, 4/10, 5/6, 4/3, 5/5, 2/2,  , 5/4, 6/5, 1/0, 0/0, 5/5, 2/1, 5/3, 3/3, 5/3, 4/4, 1/0, 4/4, 1/0, 3/4, 2/0, 2/2, 3/6, 2/1, 3/2, 1/0, 152/120
Gb major (6b), 6/4, 4/7, 0/0, 0/0, 6/5, 2/2, 1/0, 0/0, 8/6, 3/3, 5/4, 0/0, 5/4, 4/4, 0/0, 0/0, 6/4, 4/8, 2/6, 2/2, 1/3, 3/4, 1/0, 1/0, 3/2, 4/5, 1/3, 1/0, 4/10, 4/3, 4/10, 6/8, 6/4, 6/4, 2/2,  , 6/4, 4/7, 0/0, 0/0, 6/5, 1/2, 4/4, 4/4, 4/4, 4/4, 3/3, 5/5, 0/0, 4/3, 1/0, 3/3, 2/1, 1/2, 2/2, 0/0, 159/170
F# major (6#), 5/2, 3/1, 0/0, 0/0, 4/2, 2/3, 1/0, 0/0, 5/3, 2/2, 3/1, 0/0, 3/1, 2/1, 0/0, 0/0, 4/2, 2/2, 1/3, 1/0, 1/0, 2/2, 1/0, 1/0, 2/1, 2/0, 1/0, 1/0, 2/2, 3/2, 2/0, 3/2, 4/3, 4/4, 1/0,  , 5/2, 3/1, 0/0, 0/0, 4/1, 1/2, 3/1, 2/1, 3/1, 2/2, 2/0, 3/0, 0/0, 3/2, 1/0, 2/1, 2/6, 1/1, 1/1, 0/0, 106/61
Eb minor (6b), 5/3, 5/3, 0/0, 0/0, 4/1, 2/2, 1/0, 0/0, 4/1, 2/2, 2/1, 0/0, 2/0, 2/0, 0/0, 0/0, 3/1, 2/1, 1/0, 1/0, 1/3, 4/4, 1/0, 1/0, 2/2, 2/2, 1/3, 1/2, 2/0, 3/1, 2/0, 3/0, 2/0, 3/1, 1/0,  , 5/2, 5/3, 0/0, 0/0, 4/1, 1/2, 4/2, 2/1, 4/2, 2/1, 2/1, 3/1, 0/0, 3/1, 1/0, 2/1, 2/1, 1/2, 1/0, 0/0, 107/54
D# minor (6#), 6/3, 7/5, 0/0, 0/0, 6/6, 2/2, 1/0, 0/0, 7/5, 3/3, 4/5, 0/0, 4/2, 4/4, 0/0, 0/0, 5/2, 4/6, 2/1, 2/0, 1/0, 6/4, 1/0, 1/0, 3/2, 4/4, 1/0, 1/0, 4/4, 4/2, 4/10, 6/8, 3/7, 5/7, 2/2,  , 6/4, 7/5, 0/0, 0/0, 6/5, 1/2, 5/3, 4/4, 5/3, 4/3, 3/2, 5/4, 0/0, 4/4, 1/1, 3/1, 2/1, 1/2, 2/2, 0/0, 162/140
Cb major (7b), 6/6, 3/7, 1/0, 0/0, 5/5, 4/4, 2/2, 0/0, 9/8, 2/3, 5/4, 0/0, 6/4, 5/4, 1/0, 0/0, 7/6, 5/8, 3/6, 2/2, 0/0, 2/4, 0/0, 0/0, 2/2, 4/4, 0/0, 0/0, 4/10, 5/3, 4/10, 6/8, 7/6, 7/6, 2/2,  , 6/6, 3/7, 1/0, 0/0, 5/5, 2/2, 4/6, 4/4, 4/6, 5/4, 2/3, 4/5, 1/0, 3/3, 3/2, 2/3, 3/1, 2/2, 3/2, 1/0, 167/185
C# major (7#), 4/2, 3/3, 0/0, 0/0, 5/4, 1/2, 0/0, 0/0, 5/4, 2/2, 3/1, 0/0, 3/2, 3/2, 0/0, 0/0, 4/3, 3/7, 2/6, 2/0, 1/0, 2/2, 2/0, 1/0, 2/0, 3/0, 1/0, 1/0, 3/6, 4/4, 3/6, 4/4, 3/2, 4/3, 2/0,  , 4/2, 3/3, 0/0, 0/0, 5/3, 1/2, 2/2, 2/2, 2/2, 3/3, 2/0, 4/2, 0/0, 3/3, 0/0, 2/1, 2/6, 1/1, 2/2, 0/0, 114/99
Ab minor (7b), 4/3, 4/3, 1/0, 0/0, 3/2, 3/2, 1/0, 0/0, 6/2, 2/3, 3/2, 0/0, 3/1, 3/1, 1/0, 0/0, 5/3, 4/5, 2/0, 1/0, 0/0, 3/2, 0/0, 0/0, 2/2, 3/3, 0/0, 0/0, 3/4, 4/1, 2/0, 4/2, 6/4, 5/3, 1/0,  , 4/3, 4/3, 1/0, 0/0, 3/2, 2/2, 4/2, 3/2, 4/2, 4/2, 2/3, 2/1, 1/0, 2/2, 2/0, 1/1, 3/1, 2/2, 2/0, 1/0, 126/76
A# minor (7#), 4/6, 7/7, 0/0, 0/0, 6/8, 5/6, 0/0, 0/0, 6/4, 4/2, 4/2, 0/0, 4/2, 4/2, 0/0, 0/0, 4/2, 4/6, 2/1, 2/0, 2/6, 7/8, 3/6, 2/2, 4/4, 5/4, 2/6, 2/4, 4/4, 4/4, 4/10, 6/8, 2/7, 4/7, 2/2,  , 4/8, 7/7, 0/0, 0/0, 6/7, 5/4, 4/3, 4/4, 4/3, 4/2, 4/4, 6/6, 0/0, 4/6, 0/0, 4/2, 2/2, 5/4, 2/2, 0/0, 174/194
