 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
Eb lydian (3b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
A lydian (3#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Eb mixolydian (3b), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
A mixolydian (3#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Eb aeolian (3b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
A aeolian (3#), 1, 0, 2, 1, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 3, 0, 2, 2, 4, 0, 5, 2, 5, 2,  , 1, 5, 3, 1, 1, 1, 1, 2, 1, 4, 0, 0, 1, 2, 4, 2, 4, 2, 1, 5, 1, 1, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 118
Eb locrian (3b), 1, 1, 0, 2, 1, 0, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 4, 1, 2, 4, 9, 1,  , 1, 3, 0, 2, 1, 0, 1, 0, 1, 4, 1, 1, 0, 1, 4, 3, 2, 2, 0, 4, 0, 1, 0, 2, 0, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 2, 2, 98
A locrian (3#), 1, 1, 0, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 5, 10, 2,  , 1, 2, 0, 3, 2, 0, 1, 0, 1, 5, 1, 1, 1, 2, 5, 4, 3, 2, 0, 3, 1, 2, 0, 1, 1, 2, 1, 3, 1, 0, 2, 4, 2, 2, 0, 3, 2, 118
Ab major (4b), 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 0, 5, 5, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 5, 1, 0, 2, 4, 5, 5, 5, 1, 1, 6, 2, 2, 1, 2, 2, 5, 5, 3, 1, 1, 2, 3, 1, 2, 2, 5, 2, 155
E major (4#), 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 0, 5, 5, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 7, 1, 0, 2, 4, 6, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 6, 4, 3, 1, 1, 2, 4, 1, 2, 2, 6, 1, 159
F minor (4b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
C# minor (4#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
F minor mel (4b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
C# minor mel (4#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Ab major blues (4b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
E major blues (4#), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
F minor blues (4b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
C# minor blues (4#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
Ab dorian (4b), 1, 0, 2, 1, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 3, 0, 2, 2, 4, 0, 5, 2, 5, 2,  , 1, 5, 3, 1, 1, 1, 1, 2, 1, 4, 0, 0, 1, 2, 4, 2, 4, 2, 1, 5, 1, 1, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 118
E dorian (4#), 0, 1, 2, 2, 2, 2, 0, 2, 3, 2, 2, 2, 0, 1, 1, 2, 2, 3, 1, 1, 4, 5, 11, 2,  , 0, 2, 2, 3, 1, 0, 0, 1, 0, 7, 1, 0, 1, 5, 5, 4, 5, 1, 0, 1, 2, 2, 0, 0, 2, 2, 1, 3, 2, 0, 1, 5, 2, 1, 1, 5, 1, 122
Ab phrygian (4b), 0, 1, 2, 2, 3, 1, 0, 2, 3, 1, 2, 2, 0, 1, 1, 1, 0, 1, 2, 0, 2, 4, 7, 1,  , 1, 5, 2, 2, 1, 0, 0, 1, 0, 4, 1, 0, 1, 3, 3, 4, 4, 0, 0, 5, 1, 1, 1, 2, 1, 4, 4, 2, 0, 0, 0, 3, 0, 1, 1, 3, 2, 102
E phrygian (4#), 1, 3, 3, 5, 3, 4, 1, 5, 4, 5, 5, 3, 3, 4, 3, 3, 2, 3, 2, 2, 7, 6, 12, 8,  , 3, 4, 5, 7, 4, 0, 1, 3, 1, 6, 3, 1, 4, 6, 6, 5, 6, 2, 0, 3, 4, 7, 2, 3, 3, 2, 4, 6, 3, 0, 5, 6, 3, 4, 3, 4, 2, 228
Ab lydian (4b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
E lydian (4#), 1, 1, 0, 2, 1, 0, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 4, 1, 2, 4, 9, 1,  , 1, 3, 0, 2, 1, 0, 1, 0, 1, 4, 1, 1, 0, 1, 4, 3, 2, 2, 0, 4, 0, 1, 0, 2, 0, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 2, 2, 98
Ab mixolydian (4b), 1, 1, 0, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 5, 10, 2,  , 1, 2, 0, 3, 2, 0, 1, 0, 1, 5, 1, 1, 1, 2, 5, 4, 3, 2, 0, 3, 1, 2, 0, 1, 1, 2, 1, 3, 1, 0, 2, 4, 2, 2, 0, 3, 2, 118
E mixolydian (4#), 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 0, 5, 5, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 5, 1, 0, 2, 4, 5, 5, 5, 1, 1, 6, 2, 2, 1, 2, 2, 5, 5, 3, 1, 1, 2, 3, 1, 2, 2, 5, 2, 155
Ab aeolian (4b), 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 0, 5, 5, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 7, 1, 0, 2, 4, 6, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 6, 4, 3, 1, 1, 2, 4, 1, 2, 2, 6, 1, 159
E aeolian (4#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
Ab locrian (4b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
E locrian (4#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
Db major (5b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
B major (5#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Bb minor (5b), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
G# minor (5#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Bb minor mel (5b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
G# minor mel (5#), 1, 0, 2, 1, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 3, 0, 2, 2, 4, 0, 5, 2, 5, 2,  , 1, 5, 3, 1, 1, 1, 1, 2, 1, 4, 0, 0, 1, 2, 4, 2, 4, 2, 1, 5, 1, 1, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 118
Db major blues (5b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
B major blues (5#), 1, 1, 0, 2, 1, 0, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 4, 1, 2, 4, 9, 1,  , 1, 3, 0, 2, 1, 0, 1, 0, 1, 4, 1, 1, 0, 1, 4, 3, 2, 2, 0, 4, 0, 1, 0, 2, 0, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 2, 2, 98
Bb minor blues (5b), 1, 1, 0, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 5, 10, 2,  , 1, 2, 0, 3, 2, 0, 1, 0, 1, 5, 1, 1, 1, 2, 5, 4, 3, 2, 0, 3, 1, 2, 0, 1, 1, 2, 1, 3, 1, 0, 2, 4, 2, 2, 0, 3, 2, 118
G# minor blues (5#), 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 0, 5, 5, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 5, 1, 0, 2, 4, 5, 5, 5, 1, 1, 6, 2, 2, 1, 2, 2, 5, 5, 3, 1, 1, 2, 3, 1, 2, 2, 5, 2, 155
Db dorian (5b), 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 0, 5, 5, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 7, 1, 0, 2, 4, 6, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 6, 4, 3, 1, 1, 2, 4, 1, 2, 2, 6, 1, 159
B dorian (5#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
Db phrygian (5b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
B phrygian (5#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
Db lydian (5b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
B lydian (5#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Db mixolydian (5b), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
B mixolydian (5#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Db aeolian (5b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
B aeolian (5#), 1, 0, 2, 1, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 3, 0, 2, 2, 4, 0, 5, 2, 5, 2,  , 1, 5, 3, 1, 1, 1, 1, 2, 1, 4, 0, 0, 1, 2, 4, 2, 4, 2, 1, 5, 1, 1, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 118
Db locrian (5b), 0, 1, 2, 2, 2, 2, 0, 2, 3, 2, 2, 2, 0, 1, 1, 2, 2, 3, 1, 1, 4, 5, 11, 2,  , 0, 2, 2, 3, 1, 0, 0, 1, 0, 7, 1, 0, 1, 5, 5, 4, 5, 1, 0, 1, 2, 2, 0, 0, 2, 2, 1, 3, 2, 0, 1, 5, 2, 1, 1, 5, 1, 122
B locrian (5#), 1, 1, 1, 3, 2, 2, 2, 3, 4, 5, 3, 2, 2, 2, 5, 2, 4, 3, 4, 1, 3, 5, 10, 5,  , 2, 3, 1, 5, 3, 0, 1, 1, 1, 4, 1, 1, 5, 4, 6, 6, 4, 3, 0, 3, 4, 5, 1, 2, 3, 2, 2, 5, 2, 0, 3, 4, 3, 5, 1, 4, 2, 177
Gb major (6b), 1, 3, 3, 5, 3, 4, 1, 5, 4, 5, 5, 3, 3, 4, 3, 3, 2, 3, 2, 2, 7, 6, 12, 8,  , 3, 4, 5, 7, 4, 0, 1, 3, 1, 6, 3, 1, 4, 6, 6, 5, 6, 2, 0, 3, 4, 7, 2, 3, 3, 2, 4, 6, 3, 0, 5, 6, 3, 4, 3, 4, 2, 228
F# major (6#), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
Eb minor (6b), 1, 1, 0, 2, 1, 0, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 4, 1, 2, 4, 9, 1,  , 1, 3, 0, 2, 1, 0, 1, 0, 1, 4, 1, 1, 0, 1, 4, 3, 2, 2, 0, 4, 0, 1, 0, 2, 0, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 2, 2, 98
D# minor (6#), 1, 1, 0, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 5, 10, 2,  , 1, 2, 0, 3, 2, 0, 1, 0, 1, 5, 1, 1, 1, 2, 5, 4, 3, 2, 0, 3, 1, 2, 0, 1, 1, 2, 1, 3, 1, 0, 2, 4, 2, 2, 0, 3, 2, 118
Eb minor mel (6b), 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 0, 5, 5, 8, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 5, 1, 0, 2, 4, 5, 5, 5, 1, 1, 6, 2, 2, 1, 2, 2, 5, 5, 3, 1, 1, 2, 3, 1, 2, 2, 5, 2, 155
D# minor mel (6#), 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 1, 3, 2, 3, 0, 5, 5, 10, 3,  , 1, 6, 3, 3, 2, 1, 1, 2, 1, 7, 1, 0, 2, 4, 6, 4, 5, 2, 1, 5, 2, 2, 1, 2, 2, 6, 4, 3, 1, 1, 2, 4, 1, 2, 2, 6, 1, 159
Gb major blues (6b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
F# major blues (6#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Eb minor blues (6b), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 7, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 4, 0, 0, 1, 3, 3, 4, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 1, 0, 3, 2, 91
D# minor blues (6#), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 5, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 1, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
Gb dorian (6b), 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 2, 0, 0, 2, 1, 1, 1, 3, 0, 3, 3, 6, 0,  , 0, 4, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 71
F# dorian (6#), 1, 1, 2, 1, 2, 1, 0, 2, 4, 1, 2, 3, 1, 1, 1, 0, 0, 1, 2, 0, 3, 4, 6, 2,  , 1, 6, 3, 1, 1, 1, 1, 2, 1, 4, 1, 0, 1, 2, 4, 3, 4, 0, 1, 6, 1, 1, 1, 2, 1, 5, 5, 1, 0, 1, 1, 2, 0, 1, 2, 4, 2, 114
Gb phrygian (6b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 0, 1, 3, 1, 0, 2, 0, 1, 1, 3, 0, 4, 3, 4, 1,  , 0, 5, 2, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 3, 2, 3, 1, 1, 5, 0, 0, 0, 2, 0, 4, 4, 0, 1, 1, 1, 1, 0, 0, 1, 3, 2, 83
F# phrygian (6#), 0, 0, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 4, 4, 8, 1,  , 0, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 4, 1, 0, 3, 1, 1, 0, 0, 1, 2, 3, 2, 1, 0, 1, 3, 1, 1, 0, 3, 2, 90
Gb lydian (6b), 3, 5, 3, 8, 1, 6, 2, 6, 9, 7, 8, 7, 5, 5, 5, 7, 4, 6, 2, 4, 9, 9, 14, 11,  , 3, 8, 5, 7, 6, 1, 5, 7, 5, 9, 5, 2, 5, 6, 10, 5, 9, 2, 3, 4, 6, 10, 3, 3, 3, 6, 5, 9, 3, 1, 9, 7, 6, 6, 7, 6, 5, 348
F# lydian (6#), 2, 3, 2, 5, 1, 4, 1, 4, 6, 5, 5, 5, 3, 3, 3, 4, 2, 3, 1, 2, 8, 6, 10, 8,  , 2, 6, 4, 5, 4, 1, 3, 5, 3, 6, 3, 1, 4, 4, 7, 3, 6, 1, 2, 3, 4, 7, 2, 2, 2, 4, 4, 6, 2, 1, 7, 4, 3, 4, 5, 4, 3, 233
Gb mixolydian (6b), 2, 4, 3, 8, 1, 6, 3, 6, 8, 8, 8, 6, 6, 5, 7, 7, 6, 8, 4, 4, 7, 9, 14, 13,  , 3, 6, 5, 7, 6, 0, 4, 5, 4, 8, 4, 2, 7, 6, 10, 7, 9, 3, 2, 2, 8, 10, 3, 3, 5, 4, 5, 9, 4, 0, 9, 7, 8, 8, 5, 6, 5, 352
