 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, rowcost
F# minor (3#), 0, 1, 1, 2, 1, 1, 4, 1, 0, 1, 1, 2, 1, 0, 1, 0, 8, 4, 2, 1, 3, 3, 2, 4, 1, 0, 1, 1, 2, 3, 0, 1, 2, 2, 2, 0, 1, 0, 60
C minor mel (3b), 0, 1, 1, 2, 1, 0, 3, 1, 1, 0, 3, 2, 1, 1, 3, 1, 3, 3, 2, 2, 4, 6, 3, 3, 0, 0, 3, 1, 1, 0, 1, 0, 6, 1, 1, 1, 0, 0, 62
F# minor mel (3#), 1, 4, 4, 6, 3, 1, 3, 5, 3, 2, 4, 6, 3, 3, 2, 3, 7, 6, 1, 4, 6, 4, 7, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 2, 7, 2, 141
Eb major blues (3b), 0, 0, 0, 1, 1, 1, 4, 0, 2, 0, 4, 1, 0, 0, 4, 0, 3, 2, 3, 3, 3, 5, 2, 2, 0, 0, 4, 0, 1, 1, 0, 0, 5, 0, 1, 0, 0, 0, 53
A major blues (3#), 0, 1, 1, 2, 2, 2, 5, 1, 1, 1, 4, 2, 0, 1, 3, 1, 6, 2, 1, 3, 0, 2, 3, 2, 0, 1, 4, 1, 1, 2, 1, 1, 5, 0, 2, 0, 0, 1, 65
C minor blues (3b), 0, 2, 2, 3, 2, 3, 6, 2, 1, 2, 3, 3, 1, 1, 2, 1, 7, 3, 2, 2, 1, 3, 2, 3, 0, 1, 3, 2, 1, 3, 1, 1, 4, 1, 3, 0, 0, 1, 78
F# minor blues (3#), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 4, 4, 5, 4, 6, 7, 4, 4, 1, 1, 4, 2, 1, 2, 2, 1, 7, 2, 3, 1, 1, 0, 103
Eb dorian (3b), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 6, 4, 4, 5, 4, 3, 4, 5, 1, 1, 4, 2, 1, 2, 2, 1, 6, 2, 3, 1, 1, 0, 99
A dorian (3#), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 4, 3, 4, 2, 4, 6, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 66
Eb phrygian (3b), 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 5, 3, 2, 1, 1, 4, 0, 0, 1, 1, 1, 6, 0, 2, 0, 1, 0, 59
A phrygian (3#), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 4, 3, 4, 2, 4, 6, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 66
Eb lydian (3b), 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 5, 3, 2, 1, 1, 4, 0, 0, 1, 1, 1, 6, 0, 2, 0, 1, 0, 59
A lydian (3#), 0, 0, 0, 1, 1, 1, 4, 0, 2, 0, 4, 1, 0, 0, 4, 0, 3, 2, 3, 3, 3, 5, 2, 2, 0, 0, 4, 0, 1, 1, 0, 0, 5, 0, 1, 0, 0, 0, 53
Eb mixolydian (3b), 0, 1, 1, 1, 0, 1, 2, 1, 2, 0, 3, 1, 1, 1, 3, 1, 2, 2, 3, 3, 5, 6, 4, 3, 1, 1, 3, 1, 0, 0, 2, 1, 7, 1, 2, 1, 1, 0, 68
A mixolydian (3#), 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 4, 0, 0, 0, 3, 0, 2, 1, 4, 4, 4, 5, 2, 3, 1, 1, 3, 0, 0, 1, 1, 1, 5, 0, 2, 0, 1, 0, 55
Eb aeolian (3b), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 6, 3, 4, 2, 4, 2, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 64
A aeolian (3#), 1, 1, 1, 1, 1, 2, 4, 1, 4, 1, 5, 1, 1, 1, 5, 1, 5, 2, 4, 5, 3, 0, 4, 4, 2, 2, 5, 1, 1, 2, 2, 2, 6, 1, 3, 1, 2, 1, 89
Eb locrian (3b), 0, 1, 1, 2, 2, 2, 5, 1, 1, 1, 4, 2, 0, 1, 3, 1, 6, 2, 1, 3, 0, 2, 3, 2, 0, 1, 4, 1, 1, 2, 1, 1, 5, 0, 2, 0, 0, 1, 65
A locrian (3#), 0, 2, 2, 3, 2, 3, 6, 2, 1, 2, 3, 3, 1, 1, 2, 1, 7, 3, 2, 2, 1, 3, 2, 3, 0, 1, 3, 2, 1, 3, 1, 1, 4, 1, 3, 0, 0, 1, 78
Ab major (4b), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 4, 4, 5, 4, 6, 7, 4, 4, 1, 1, 4, 2, 1, 2, 2, 1, 7, 2, 3, 1, 1, 0, 103
E major (4#), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 6, 4, 4, 5, 4, 3, 4, 5, 1, 1, 4, 2, 1, 2, 2, 1, 6, 2, 3, 1, 1, 0, 99
F minor (4b), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 4, 3, 4, 2, 4, 6, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 66
C# minor (4#), 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 5, 3, 2, 1, 1, 4, 0, 0, 1, 1, 1, 6, 0, 2, 0, 1, 0, 59
F minor mel (4b), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 4, 3, 4, 2, 4, 6, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 66
C# minor mel (4#), 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 5, 3, 2, 1, 1, 4, 0, 0, 1, 1, 1, 6, 0, 2, 0, 1, 0, 59
Ab major blues (4b), 0, 0, 0, 1, 1, 1, 4, 0, 2, 0, 4, 1, 0, 0, 4, 0, 3, 2, 3, 3, 3, 5, 2, 2, 0, 0, 4, 0, 1, 1, 0, 0, 5, 0, 1, 0, 0, 0, 53
E major blues (4#), 0, 1, 1, 1, 0, 1, 2, 1, 2, 0, 3, 1, 1, 1, 3, 1, 2, 2, 3, 3, 5, 6, 4, 3, 1, 1, 3, 1, 0, 0, 2, 1, 7, 1, 2, 1, 1, 0, 68
F minor blues (4b), 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 4, 0, 0, 0, 3, 0, 2, 1, 4, 4, 4, 5, 2, 3, 1, 1, 3, 0, 0, 1, 1, 1, 5, 0, 2, 0, 1, 0, 55
C# minor blues (4#), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 6, 3, 4, 2, 4, 2, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 64
Ab dorian (4b), 1, 1, 1, 1, 1, 2, 4, 1, 4, 1, 5, 1, 1, 1, 5, 1, 5, 2, 4, 5, 3, 0, 4, 4, 2, 2, 5, 1, 1, 2, 2, 2, 6, 1, 3, 1, 2, 1, 89
E dorian (4#), 0, 1, 1, 2, 1, 1, 4, 1, 0, 1, 1, 2, 1, 0, 1, 0, 8, 4, 2, 1, 3, 3, 2, 4, 1, 0, 1, 1, 2, 3, 0, 1, 2, 2, 2, 0, 1, 0, 60
Ab phrygian (4b), 0, 1, 1, 2, 1, 0, 3, 1, 1, 0, 3, 2, 1, 1, 3, 1, 3, 3, 2, 2, 4, 6, 3, 3, 0, 0, 3, 1, 1, 0, 1, 0, 6, 1, 1, 1, 0, 0, 62
E phrygian (4#), 1, 4, 4, 6, 3, 1, 3, 5, 3, 2, 4, 6, 3, 3, 2, 3, 7, 6, 1, 4, 6, 4, 7, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 2, 7, 2, 141
Ab lydian (4b), 0, 0, 0, 1, 1, 1, 4, 0, 2, 0, 4, 1, 0, 0, 4, 0, 3, 2, 3, 3, 3, 5, 2, 2, 0, 0, 4, 0, 1, 1, 0, 0, 5, 0, 1, 0, 0, 0, 53
E lydian (4#), 0, 1, 1, 2, 2, 2, 5, 1, 1, 1, 4, 2, 0, 1, 3, 1, 6, 2, 1, 3, 0, 2, 3, 2, 0, 1, 4, 1, 1, 2, 1, 1, 5, 0, 2, 0, 0, 1, 65
Ab mixolydian (4b), 0, 2, 2, 3, 2, 3, 6, 2, 1, 2, 3, 3, 1, 1, 2, 1, 7, 3, 2, 2, 1, 3, 2, 3, 0, 1, 3, 2, 1, 3, 1, 1, 4, 1, 3, 0, 0, 1, 78
E mixolydian (4#), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 4, 4, 5, 4, 6, 7, 4, 4, 1, 1, 4, 2, 1, 2, 2, 1, 7, 2, 3, 1, 1, 0, 103
Ab aeolian (4b), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 6, 4, 4, 5, 4, 3, 4, 5, 1, 1, 4, 2, 1, 2, 2, 1, 6, 2, 3, 1, 1, 0, 99
E aeolian (4#), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 4, 3, 4, 2, 4, 6, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 66
Ab locrian (4b), 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 5, 3, 2, 1, 1, 4, 0, 0, 1, 1, 1, 6, 0, 2, 0, 1, 0, 59
E locrian (4#), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 4, 3, 4, 2, 4, 6, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 66
Db major (5b), 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 5, 3, 2, 1, 1, 4, 0, 0, 1, 1, 1, 6, 0, 2, 0, 1, 0, 59
B major (5#), 0, 0, 0, 1, 1, 1, 4, 0, 2, 0, 4, 1, 0, 0, 4, 0, 3, 2, 3, 3, 3, 5, 2, 2, 0, 0, 4, 0, 1, 1, 0, 0, 5, 0, 1, 0, 0, 0, 53
Bb minor (5b), 0, 1, 1, 1, 0, 1, 2, 1, 2, 0, 3, 1, 1, 1, 3, 1, 2, 2, 3, 3, 5, 6, 4, 3, 1, 1, 3, 1, 0, 0, 2, 1, 7, 1, 2, 1, 1, 0, 68
G# minor (5#), 0, 0, 0, 0, 0, 2, 2, 0, 3, 0, 4, 0, 0, 0, 3, 0, 2, 1, 4, 4, 4, 5, 2, 3, 1, 1, 3, 0, 0, 1, 1, 1, 5, 0, 2, 0, 1, 0, 55
Bb minor mel (5b), 0, 1, 1, 2, 1, 2, 5, 1, 2, 1, 3, 2, 1, 0, 3, 0, 6, 3, 4, 2, 4, 2, 1, 3, 0, 0, 3, 1, 1, 2, 0, 0, 4, 1, 2, 0, 0, 0, 64
G# minor mel (5#), 1, 1, 1, 1, 1, 2, 4, 1, 4, 1, 5, 1, 1, 1, 5, 1, 5, 2, 4, 5, 3, 0, 4, 4, 2, 2, 5, 1, 1, 2, 2, 2, 6, 1, 3, 1, 2, 1, 89
Db major blues (5b), 0, 0, 0, 1, 1, 1, 4, 0, 2, 0, 4, 1, 0, 0, 4, 0, 3, 2, 3, 3, 3, 5, 2, 2, 0, 0, 4, 0, 1, 1, 0, 0, 5, 0, 1, 0, 0, 0, 53
B major blues (5#), 0, 1, 1, 2, 2, 2, 5, 1, 1, 1, 4, 2, 0, 1, 3, 1, 6, 2, 1, 3, 0, 2, 3, 2, 0, 1, 4, 1, 1, 2, 1, 1, 5, 0, 2, 0, 0, 1, 65
Bb minor blues (5b), 0, 2, 2, 3, 2, 3, 6, 2, 1, 2, 3, 3, 1, 1, 2, 1, 7, 3, 2, 2, 1, 3, 2, 3, 0, 1, 3, 2, 1, 3, 1, 1, 4, 1, 3, 0, 0, 1, 78
G# minor blues (5#), 0, 2, 2, 3, 1, 3, 5, 2, 3, 1, 4, 3, 2, 1, 4, 1, 4, 4, 5, 4, 6, 7, 4, 4, 1, 1, 4, 2, 1, 2, 2, 1, 7, 2, 3, 1, 1, 0, 103
