 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, rowcost
C locrian (0), 2, 2, 3,  , 3, 0, 1, 2, 1, 2, 0, 0, 2, 2, 3, 5, 1,  ,  ,  , 1, 2, 0, 1, 4, 1, 2, 2, 1,  , 2, 2, 1, 1, 0,  , 1, 3, 0, 1, 4, 4, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 2, 0, 3, 1, 0, 0, 79
F major (1b), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 6, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 3, 1, 4, 1, 1, 0, 111
G major (1#), 4, 4, 4,  , 9, 2, 1, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 6, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 4, 6, 2, 2, 7, 4, 4, 3, 2, 3, 1, 1, 2, 5, 2, 2, 3, 5, 1, 1, 2, 3, 1, 3, 2, 171
D minor (1b), 1, 1, 2,  , 6, 1, 2, 7, 3, 2, 1, 0, 1, 1, 2, 3, 3,  ,  ,  , 0, 2, 1, 2, 5, 2, 4, 3, 1,  , 1, 7, 3, 2, 1,  , 2, 3, 0, 2, 7, 6, 3, 7, 3, 2, 0, 0, 2, 2, 1, 1, 3, 5, 0, 4, 2, 4, 1, 1, 1, 132
E minor (1#), 4, 5, 5,  , 10, 3, 4, 6, 3, 4, 1, 1, 4, 5, 5, 3, 6,  ,  ,  , 1, 4, 1, 3, 9, 2, 4, 2, 3,  , 8, 6, 3, 4, 5,  , 3, 7, 3, 2, 9, 4, 7, 6, 3, 5, 1, 2, 2, 4, 3, 3, 2, 5, 2, 3, 3, 4, 2, 4, 3, 216
D minor mel (1b), 2, 2, 3,  , 7, 2, 3, 6, 4, 3, 2, 1, 2, 2, 3, 4, 4,  ,  ,  , 0, 3, 2, 3, 6, 3, 5, 4, 2,  , 2, 6, 4, 3, 2,  , 3, 4, 1, 3, 8, 6, 4, 6, 4, 3, 1, 0, 3, 3, 2, 1, 4, 6, 0, 4, 3, 3, 0, 2, 2, 171
E minor mel (1#), 3, 4, 4,  , 9, 4, 5, 7, 4, 3, 2, 1, 3, 4, 4, 2, 7,  ,  ,  , 0, 3, 2, 3, 10, 3, 5, 3, 2,  , 7, 7, 4, 4, 6,  , 2, 6, 3, 3, 10, 4, 8, 7, 4, 6, 1, 2, 3, 3, 4, 3, 3, 6, 2, 4, 4, 3, 2, 4, 4, 226
F major blues (1b), 4, 4, 4,  , 5, 1, 3, 3, 3, 4, 1, 1, 4, 4, 4, 6, 3,  ,  ,  , 1, 4, 1, 3, 7, 3, 5, 3, 3,  , 4, 3, 4, 3, 2,  , 3, 5, 1, 2, 7, 5, 5, 3, 3, 3, 1, 1, 2, 3, 1, 1, 3, 4, 1, 4, 2, 4, 2, 2, 1, 169
G major blues (1#), 4, 4, 4,  , 9, 3, 3, 5, 4, 5, 2, 1, 4, 4, 4, 5, 5,  ,  ,  , 1, 5, 2, 3, 7, 3, 6, 4, 4,  , 4, 5, 4, 4, 3,  , 4, 6, 2, 3, 8, 5, 5, 5, 4, 4, 1, 1, 3, 5, 3, 2, 4, 6, 1, 3, 3, 5, 2, 3, 3, 212
D minor blues (1b), 3, 3, 4,  , 9, 1, 3, 6, 3, 4, 1, 1, 3, 3, 4, 6, 3,  ,  ,  , 1, 4, 1, 3, 6, 3, 5, 3, 3,  , 4, 6, 4, 3, 2,  , 4, 5, 1, 2, 8, 6, 4, 6, 3, 3, 1, 1, 2, 4, 1, 1, 3, 5, 1, 4, 2, 5, 2, 2, 1, 182
E minor blues (1#), 5, 6, 4,  , 11, 3, 6, 9, 5, 5, 2, 1, 5, 6, 4, 5, 6,  ,  ,  , 1, 5, 2, 2, 9, 4, 6, 4, 4,  , 7, 9, 6, 5, 5,  , 4, 6, 2, 3, 11, 6, 9, 9, 6, 7, 1, 1, 3, 5, 3, 2, 4, 7, 1, 4, 3, 5, 2, 3, 3, 262
F dorian (1b), 4, 4, 4,  , 5, 1, 2, 2, 3, 4, 1, 1, 4, 4, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 6, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 3, 5, 1, 2, 7, 5, 4, 2, 3, 2, 1, 0, 2, 3, 1, 1, 3, 4, 0, 3, 2, 3, 0, 2, 1, 150
G dorian (1#), 3, 3, 3,  , 8, 3, 2, 4, 4, 4, 2, 1, 3, 3, 3, 3, 5,  ,  ,  , 0, 4, 2, 3, 7, 2, 6, 3, 3,  , 3, 4, 3, 4, 3,  , 3, 5, 2, 3, 8, 4, 5, 4, 3, 4, 1, 1, 3, 4, 3, 2, 4, 6, 1, 2, 3, 2, 1, 3, 3, 181
F phrygian (1b), 2, 2, 3,  , 3, 0, 1, 2, 1, 2, 0, 0, 2, 2, 3, 5, 1,  ,  ,  , 1, 2, 0, 1, 4, 1, 2, 2, 1,  , 2, 2, 1, 1, 0,  , 1, 3, 0, 1, 5, 4, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 3, 0, 3, 1, 0, 0, 81
G phrygian (1#), 3, 3, 4,  , 8, 1, 2, 2, 3, 4, 1, 1, 3, 3, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 5, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 4, 5, 1, 2, 6, 5, 3, 2, 3, 2, 1, 0, 2, 4, 1, 1, 3, 4, 0, 2, 2, 4, 0, 2, 1, 148
F lydian (1b), 4, 4, 4,  , 5, 1, 2, 2, 3, 4, 1, 1, 4, 4, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 6, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 3, 5, 1, 2, 7, 5, 4, 2, 3, 2, 1, 0, 2, 3, 1, 1, 3, 4, 0, 3, 2, 3, 0, 2, 1, 150
G lydian (1#), 3, 3, 3,  , 8, 3, 2, 4, 4, 4, 2, 1, 3, 3, 3, 3, 5,  ,  ,  , 0, 4, 2, 3, 7, 2, 6, 3, 3,  , 3, 4, 3, 4, 3,  , 3, 5, 2, 3, 8, 4, 5, 4, 3, 4, 1, 1, 3, 4, 3, 2, 4, 6, 1, 2, 3, 2, 1, 3, 3, 181
F mixolydian (1b), 2, 2, 3,  , 3, 0, 1, 2, 1, 2, 0, 0, 2, 2, 3, 5, 1,  ,  ,  , 1, 2, 0, 1, 4, 1, 2, 2, 1,  , 2, 2, 1, 1, 0,  , 1, 3, 0, 1, 5, 4, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 3, 0, 3, 1, 0, 0, 81
G mixolydian (1#), 3, 3, 4,  , 8, 1, 2, 2, 3, 4, 1, 1, 3, 3, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 5, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 4, 5, 1, 2, 6, 5, 3, 2, 3, 2, 1, 0, 2, 4, 1, 1, 3, 4, 0, 2, 2, 4, 0, 2, 1, 148
F aeolian (1b), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 6, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 3, 1, 4, 1, 1, 0, 111
G aeolian (1#), 4, 4, 4,  , 9, 2, 1, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 6, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 4, 6, 2, 2, 7, 4, 4, 3, 2, 3, 1, 1, 2, 5, 2, 2, 3, 5, 1, 1, 2, 3, 1, 3, 2, 171
F locrian (1b), 2, 2, 2,  , 2, 0, 2, 1, 1, 1, 0, 0, 2, 2, 2, 4, 1,  ,  ,  , 1, 1, 0, 1, 5, 2, 3, 1, 1,  , 3, 1, 2, 1, 1,  , 1, 2, 0, 0, 4, 3, 3, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 4, 0, 3, 2, 0, 0, 78
G locrian (1#), 2, 2, 3,  , 7, 0, 1, 3, 2, 3, 0, 0, 2, 2, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 4, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 3, 4, 0, 1, 5, 5, 2, 3, 2, 1, 0, 0, 1, 3, 0, 1, 2, 3, 0, 2, 1, 5, 1, 1, 0, 109
Bb major (2b), 2, 2, 3,  , 3, 0, 1, 2, 1, 2, 0, 0, 2, 2, 3, 5, 1,  ,  ,  , 1, 2, 0, 1, 4, 1, 2, 2, 1,  , 2, 2, 1, 1, 0,  , 1, 3, 0, 1, 5, 4, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 3, 0, 6, 1, 0, 0, 84
D major (2#), 3, 3, 3,  , 8, 3, 2, 7, 4, 4, 2, 1, 3, 3, 3, 3, 5,  ,  ,  , 0, 4, 2, 3, 7, 2, 6, 3, 3,  , 3, 7, 3, 4, 3,  , 3, 5, 2, 3, 9, 5, 5, 7, 3, 4, 1, 1, 3, 4, 3, 2, 4, 7, 1, 3, 3, 2, 1, 3, 3, 194
G minor (2b), 2, 2, 3,  , 7, 1, 0, 3, 1, 3, 0, 0, 2, 2, 3, 4, 2,  ,  ,  , 1, 3, 0, 1, 4, 0, 3, 1, 2,  , 3, 3, 0, 2, 1,  , 2, 4, 1, 1, 5, 3, 2, 3, 0, 1, 0, 1, 1, 3, 1, 2, 1, 3, 1, 1, 0, 3, 2, 1, 1, 102
B minor (2#), 3, 4, 2,  , 9, 2, 4, 8, 4, 3, 1, 0, 3, 4, 2, 1, 5,  ,  ,  , 0, 3, 1, 1, 8, 2, 5, 2, 2,  , 7, 8, 4, 3, 4,  , 2, 4, 1, 2, 9, 4, 8, 8, 4, 8, 0, 2, 2, 3, 2, 2, 3, 6, 2, 4, 2, 2, 2, 2, 2, 191
G minor mel (2b), 3, 3, 3,  , 8, 1, 0, 4, 2, 4, 0, 0, 3, 3, 3, 3, 3,  ,  ,  , 1, 4, 0, 2, 5, 0, 4, 1, 3,  , 3, 4, 1, 3, 1,  , 3, 5, 1, 1, 6, 4, 3, 4, 1, 2, 0, 1, 1, 4, 1, 2, 2, 4, 1, 1, 1, 4, 2, 2, 1, 132
B minor mel (2#), 3, 4, 1,  , 8, 2, 5, 7, 5, 2, 2, 0, 3, 4, 1, 2, 6,  ,  ,  , 0, 2, 2, 1, 8, 3, 5, 1, 2,  , 8, 7, 5, 4, 4,  , 2, 3, 1, 1, 10, 3, 9, 7, 5, 8, 0, 3, 2, 4, 3, 3, 4, 5, 2, 3, 3, 2, 3, 3, 3, 199
Bb major blues (2b), 3, 3, 3,  , 4, 1, 2, 4, 3, 3, 0, 0, 3, 3, 3, 5, 3,  ,  ,  , 1, 3, 0, 3, 6, 2, 5, 2, 2,  , 3, 4, 4, 3, 2,  , 2, 4, 1, 1, 6, 5, 4, 4, 3, 3, 0, 2, 1, 2, 1, 2, 2, 3, 2, 5, 2, 8, 3, 2, 1, 152
D major blues (2#), 4, 4, 4,  , 9, 3, 4, 7, 5, 5, 3, 1, 4, 4, 4, 6, 6,  ,  ,  , 1, 5, 3, 3, 7, 4, 6, 4, 4,  , 5, 7, 5, 5, 3,  , 4, 6, 2, 3, 10, 6, 6, 7, 5, 4, 1, 2, 3, 6, 4, 3, 5, 7, 1, 4, 4, 4, 2, 4, 4, 242
G minor blues (2b), 3, 3, 4,  , 7, 1, 2, 4, 3, 3, 0, 0, 3, 3, 4, 5, 3,  ,  ,  , 1, 3, 0, 3, 6, 2, 5, 2, 2,  , 4, 4, 4, 3, 2,  , 3, 5, 1, 1, 5, 5, 4, 4, 3, 3, 0, 2, 1, 3, 1, 2, 2, 3, 2, 4, 2, 6, 3, 2, 1, 157
B minor blues (2#), 5, 6, 4,  , 11, 3, 7, 8, 6, 5, 3, 1, 5, 6, 4, 5, 7,  ,  ,  , 1, 5, 3, 2, 9, 5, 6, 4, 4,  , 8, 8, 7, 6, 5,  , 4, 6, 2, 3, 12, 5, 10, 8, 7, 7, 1, 2, 3, 6, 4, 3, 5, 7, 1, 4, 4, 4, 2, 4, 4, 277
Bb dorian (2b), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 6, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 3, 1, 7, 1, 1, 0, 114
D dorian (2#), 3, 3, 2,  , 7, 3, 3, 6, 5, 3, 3, 1, 3, 3, 2, 4, 6,  ,  ,  , 0, 3, 3, 3, 7, 3, 6, 2, 3,  , 4, 6, 4, 5, 3,  , 3, 4, 2, 2, 10, 4, 6, 6, 4, 4, 1, 2, 3, 5, 4, 3, 5, 6, 1, 2, 4, 2, 2, 4, 4, 202
Bb phrygian (2b), 4, 5, 3,  , 7, 1, 3, 5, 5, 3, 2, 1, 4, 5, 3, 6, 5,  ,  ,  , 1, 3, 2, 2, 6, 3, 3, 2, 3,  , 4, 5, 5, 5, 1,  , 4, 4, 1, 1, 8, 5, 5, 5, 6, 3, 1, 1, 2, 5, 2, 2, 4, 4, 0, 2, 3, 4, 1, 3, 2, 185
D phrygian (2#), 5, 6, 3,  , 8, 2, 2, 6, 5, 4, 2, 1, 5, 6, 3, 5, 6,  ,  ,  , 1, 4, 2, 2, 7, 2, 4, 1, 4,  , 5, 6, 4, 6, 2,  , 4, 5, 2, 1, 9, 4, 6, 6, 5, 4, 1, 2, 2, 6, 3, 3, 4, 5, 1, 1, 3, 3, 2, 4, 3, 208
Bb lydian (2b), 5, 5, 4,  , 6, 2, 2, 4, 3, 5, 1, 1, 5, 5, 4, 6, 4,  ,  ,  , 1, 5, 1, 3, 7, 2, 5, 3, 4,  , 4, 4, 3, 4, 2,  , 3, 6, 2, 2, 7, 5, 5, 4, 3, 3, 1, 1, 2, 4, 2, 2, 3, 5, 1, 2, 2, 4, 2, 3, 2, 186
D lydian (2#), 5, 6, 4,  , 9, 2, 2, 8, 4, 5, 1, 1, 5, 6, 4, 6, 5,  ,  ,  , 1, 5, 1, 3, 7, 2, 5, 3, 4,  , 4, 8, 4, 5, 2,  , 4, 6, 2, 2, 8, 6, 5, 8, 5, 4, 1, 1, 2, 5, 2, 2, 3, 6, 1, 3, 2, 5, 2, 3, 2, 217
Bb mixolydian (2b), 5, 5, 4,  , 6, 2, 1, 3, 3, 5, 1, 1, 5, 5, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 7, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 3, 6, 2, 2, 7, 4, 5, 3, 2, 3, 1, 1, 2, 4, 2, 2, 3, 5, 1, 1, 2, 2, 1, 3, 2, 171
D mixolydian (2#), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 5, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 2, 1, 4, 1, 1, 0, 109
Bb aeolian (2b), 5, 5, 4,  , 6, 2, 1, 3, 3, 5, 1, 1, 5, 5, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 7, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 3, 6, 2, 2, 7, 4, 5, 3, 2, 3, 1, 1, 2, 4, 2, 2, 3, 5, 1, 1, 2, 2, 1, 3, 2, 171
D aeolian (2#), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 5, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 2, 1, 4, 1, 1, 0, 109
Bb locrian (2b), 4, 4, 4,  , 5, 1, 2, 2, 3, 4, 1, 1, 4, 4, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 6, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 3, 5, 1, 2, 6, 5, 4, 2, 3, 2, 1, 0, 2, 3, 1, 1, 3, 4, 0, 2, 2, 3, 0, 2, 1, 148
D locrian (2#), 2, 2, 3,  , 3, 0, 1, 2, 1, 2, 0, 0, 2, 2, 3, 5, 1,  ,  ,  , 1, 2, 0, 1, 4, 1, 2, 2, 1,  , 2, 2, 1, 1, 0,  , 1, 3, 0, 1, 4, 4, 2, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 2, 0, 3, 1, 0, 0, 79
Eb major (3b), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 6, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 3, 1, 4, 1, 1, 0, 111
A major (3#), 4, 4, 4,  , 9, 2, 1, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 6, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 4, 6, 2, 2, 7, 4, 4, 3, 2, 3, 1, 1, 2, 5, 2, 2, 3, 5, 1, 1, 2, 3, 1, 3, 2, 171
C minor (3b), 1, 1, 2,  , 6, 1, 2, 7, 3, 2, 1, 0, 1, 1, 2, 3, 3,  ,  ,  , 0, 2, 1, 2, 5, 2, 4, 3, 1,  , 1, 7, 3, 2, 1,  , 2, 3, 0, 2, 7, 6, 3, 7, 3, 2, 0, 0, 2, 2, 1, 1, 3, 5, 0, 4, 2, 4, 1, 1, 1, 132
F# minor (3#), 4, 5, 5,  , 10, 3, 4, 6, 3, 4, 1, 1, 4, 5, 5, 3, 6,  ,  ,  , 1, 4, 1, 3, 9, 2, 4, 2, 3,  , 8, 6, 3, 4, 5,  , 3, 7, 3, 2, 9, 4, 7, 6, 3, 5, 1, 2, 2, 4, 3, 3, 2, 5, 2, 3, 3, 4, 2, 4, 3, 216
C minor mel (3b), 3, 3, 4,  , 4, 1, 2, 1, 2, 3, 1, 1, 3, 3, 4, 6, 2,  ,  ,  , 1, 3, 1, 2, 5, 2, 3, 3, 2,  , 3, 1, 2, 2, 1,  , 2, 4, 1, 2, 5, 4, 3, 1, 2, 1, 1, 0, 2, 2, 1, 1, 2, 3, 0, 2, 1, 2, 0, 1, 1, 118
F# minor mel (3#), 2, 3, 3,  , 5, 3, 6, 6, 4, 1, 3, 1, 2, 3, 3, 4, 6,  ,  ,  , 0, 1, 3, 4, 6, 4, 6, 2, 1,  , 7, 6, 5, 3, 5,  , 2, 4, 2, 2, 8, 1, 7, 6, 5, 5, 1, 2, 2, 3, 4, 3, 3, 3, 1, 3, 5, 7, 2, 4, 4, 197
Eb major blues (3b), 4, 4, 4,  , 5, 1, 2, 2, 3, 4, 1, 1, 4, 4, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 6, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 3, 5, 1, 2, 6, 5, 4, 2, 3, 2, 1, 0, 2, 3, 1, 1, 3, 4, 0, 2, 2, 3, 0, 2, 1, 148
A major blues (3#), 4, 5, 3,  , 7, 1, 3, 5, 5, 3, 2, 1, 4, 5, 3, 6, 5,  ,  ,  , 1, 3, 2, 2, 6, 3, 3, 2, 3,  , 4, 5, 5, 5, 1,  , 4, 4, 1, 1, 8, 5, 5, 5, 6, 3, 1, 1, 2, 5, 2, 2, 4, 4, 0, 2, 3, 4, 1, 3, 2, 185
C minor blues (3b), 5, 6, 3,  , 8, 2, 2, 6, 5, 4, 2, 1, 5, 6, 3, 5, 6,  ,  ,  , 1, 4, 2, 2, 7, 2, 4, 1, 4,  , 5, 6, 4, 6, 2,  , 4, 5, 2, 1, 9, 4, 6, 6, 5, 4, 1, 2, 2, 6, 3, 3, 4, 5, 1, 1, 3, 3, 2, 4, 3, 208
F# minor blues (3#), 5, 5, 4,  , 6, 2, 2, 4, 3, 5, 1, 1, 5, 5, 4, 6, 4,  ,  ,  , 1, 5, 1, 3, 7, 2, 5, 3, 4,  , 4, 4, 3, 4, 2,  , 3, 6, 2, 2, 7, 5, 5, 4, 3, 3, 1, 1, 2, 4, 2, 2, 3, 5, 1, 2, 2, 4, 2, 3, 2, 186
Eb dorian (3b), 5, 6, 4,  , 9, 2, 2, 8, 4, 5, 1, 1, 5, 6, 4, 6, 5,  ,  ,  , 1, 5, 1, 3, 7, 2, 5, 3, 4,  , 4, 8, 4, 5, 2,  , 4, 6, 2, 2, 8, 6, 5, 8, 5, 4, 1, 1, 2, 5, 2, 2, 3, 6, 1, 3, 2, 5, 2, 3, 2, 217
A dorian (3#), 5, 5, 4,  , 6, 2, 1, 3, 3, 5, 1, 1, 5, 5, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 7, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 3, 6, 2, 2, 7, 4, 5, 3, 2, 3, 1, 1, 2, 4, 2, 2, 3, 5, 1, 1, 2, 2, 1, 3, 2, 171
Eb phrygian (3b), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 5, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 2, 1, 4, 1, 1, 0, 109
A phrygian (3#), 5, 5, 4,  , 6, 2, 1, 3, 3, 5, 1, 1, 5, 5, 4, 4, 4,  ,  ,  , 1, 5, 1, 3, 7, 1, 5, 2, 4,  , 4, 3, 2, 4, 2,  , 3, 6, 2, 2, 7, 4, 5, 3, 2, 3, 1, 1, 2, 4, 2, 2, 3, 5, 1, 1, 2, 2, 1, 3, 2, 171
Eb lydian (3b), 3, 3, 3,  , 4, 0, 1, 3, 2, 3, 0, 0, 3, 3, 3, 4, 2,  ,  ,  , 1, 3, 0, 2, 5, 1, 3, 2, 2,  , 2, 3, 2, 2, 0,  , 2, 4, 0, 1, 5, 5, 3, 3, 2, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 2, 1, 4, 1, 1, 0, 109
A lydian (3#), 4, 4, 4,  , 5, 1, 2, 2, 3, 4, 1, 1, 4, 4, 4, 5, 3,  ,  ,  , 1, 4, 1, 3, 6, 2, 4, 3, 3,  , 3, 2, 3, 3, 1,  , 3, 5, 1, 2, 6, 5, 4, 2, 3, 2, 1, 0, 2, 3, 1, 1, 3, 4, 0, 2, 2, 3, 0, 2, 1, 148
