 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, rowcost
E dorian (4#), 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 27
Ab phrygian (4b), 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 17
E phrygian (4#), 2, 3, 1, 1, 2, 3, 1, 1, 0, 1, 1, 2, 2, 3, 0, 0, 1, 3, 2, 2, 1, 3, 1, 1, 1, 4, 0, 2, 0, 0, 0, 0, 2, 3, 1, 1, 2, 3, 1, 1, 0, 1, 1, 2, 2, 2, 1, 1, 68
Ab lydian (4b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
E lydian (4#), 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 28
Ab mixolydian (4b), 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 27
E mixolydian (4#), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
Ab aeolian (4b), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
E aeolian (4#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Ab locrian (4b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
E locrian (4#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Db major (5b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
B major (5#), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
Bb minor (5b), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
G# minor (5#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Bb minor mel (5b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
G# minor mel (5#), 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 41
Db major blues (5b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
B major blues (5#), 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 28
Bb minor blues (5b), 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 27
G# minor blues (5#), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
Db dorian (5b), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
B dorian (5#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Db phrygian (5b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
B phrygian (5#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Db lydian (5b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
B lydian (5#), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
Db mixolydian (5b), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
B mixolydian (5#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Db aeolian (5b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
B aeolian (5#), 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 3, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 41
Db locrian (5b), 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 27
B locrian (5#), 1, 2, 1, 0, 2, 4, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 3, 1, 3, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 2, 3, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 46
Gb major (6b), 2, 3, 1, 1, 2, 3, 1, 1, 0, 1, 1, 2, 2, 3, 0, 0, 1, 3, 2, 2, 1, 3, 1, 1, 1, 4, 0, 2, 0, 0, 0, 0, 2, 3, 1, 1, 2, 3, 1, 1, 0, 1, 1, 2, 2, 2, 1, 1, 68
F# major (6#), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
Eb minor (6b), 0, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 28
D# minor (6#), 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 27
Eb minor mel (6b), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
D# minor mel (6#), 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 38
Gb major blues (6b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
F# major blues (6#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Eb minor blues (6b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
D# minor blues (6#), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
Gb dorian (6b), 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
F# dorian (6#), 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 29
Gb phrygian (6b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 24
F# phrygian (6#), 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
Gb lydian (6b), 4, 5, 4, 1, 3, 4, 4, 2, 2, 4, 2, 3, 4, 1, 1, 1, 2, 5, 2, 2, 2, 5, 2, 2, 2, 4, 3, 4, 1, 3, 1, 1, 4, 5, 4, 1, 3, 4, 4, 2, 2, 4, 2, 3, 4, 1, 2, 2, 133
F# lydian (6#), 3, 3, 2, 1, 2, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 3, 3, 2, 1, 2, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 84
Gb mixolydian (6b), 3, 6, 4, 0, 4, 5, 4, 2, 2, 3, 2, 2, 3, 2, 0, 0, 2, 6, 3, 3, 2, 6, 2, 2, 2, 4, 2, 3, 0, 2, 0, 0, 3, 6, 4, 0, 4, 4, 4, 2, 2, 3, 2, 2, 3, 2, 2, 2, 126
F# mixolydian (6#), 2, 4, 2, 0, 3, 3, 2, 1, 1, 2, 1, 1, 2, 2, 0, 0, 1, 4, 2, 2, 1, 4, 1, 1, 1, 3, 1, 2, 0, 1, 0, 0, 2, 4, 2, 0, 3, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 77
Gb aeolian (6b), 3, 6, 4, 1, 4, 4, 4, 2, 2, 3, 2, 3, 3, 2, 0, 0, 2, 6, 3, 2, 2, 6, 2, 2, 2, 5, 2, 3, 0, 2, 0, 0, 3, 6, 4, 1, 4, 4, 4, 2, 2, 3, 2, 3, 3, 2, 2, 2, 129
F# aeolian (6#), 2, 4, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 2, 2, 0, 0, 1, 4, 2, 1, 1, 4, 1, 1, 1, 4, 1, 2, 0, 1, 0, 0, 2, 4, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 80
Gb locrian (6b), 3, 4, 2, 0, 2, 6, 2, 2, 0, 1, 2, 2, 3, 3, 0, 0, 2, 4, 3, 4, 2, 4, 2, 2, 2, 4, 0, 3, 0, 0, 0, 0, 3, 4, 2, 0, 2, 5, 2, 2, 0, 1, 2, 2, 3, 2, 2, 2, 98
F# locrian (6#), 2, 3, 1, 0, 2, 4, 1, 1, 0, 1, 1, 1, 2, 3, 0, 0, 1, 3, 2, 3, 1, 3, 1, 1, 1, 3, 0, 2, 0, 0, 0, 0, 2, 3, 1, 0, 2, 3, 1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 65
Cb major (7b), 4, 6, 4, 0, 5, 5, 4, 2, 2, 4, 2, 2, 4, 2, 0, 0, 2, 7, 4, 3, 2, 7, 2, 2, 2, 4, 2, 4, 0, 2, 0, 0, 4, 6, 4, 0, 5, 4, 4, 2, 2, 4, 2, 2, 4, 2, 2, 2, 138
C# major (7#), 3, 4, 3, 1, 2, 3, 3, 2, 1, 3, 1, 2, 3, 1, 1, 1, 2, 4, 1, 2, 2, 4, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 3, 4, 3, 1, 2, 4, 3, 2, 1, 3, 1, 2, 3, 1, 2, 2, 102
Ab minor (7b), 2, 4, 2, 1, 4, 3, 2, 0, 2, 3, 1, 1, 2, 2, 0, 0, 0, 4, 2, 1, 0, 4, 1, 1, 1, 3, 2, 2, 0, 2, 0, 0, 2, 4, 2, 1, 4, 3, 2, 0, 2, 3, 1, 1, 2, 2, 0, 0, 81
A# minor (7#), 4, 3, 2, 2, 0, 2, 2, 2, 0, 2, 2, 4, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 1, 4, 1, 2, 1, 1, 4, 3, 2, 2, 0, 3, 2, 2, 0, 2, 2, 4, 4, 1, 2, 2, 100
Ab minor mel (7b), 2, 4, 2, 2, 4, 2, 2, 0, 2, 3, 1, 2, 2, 2, 0, 0, 0, 4, 2, 0, 0, 4, 1, 1, 1, 4, 2, 2, 0, 2, 0, 0, 2, 4, 2, 2, 4, 3, 2, 0, 2, 3, 1, 2, 2, 2, 0, 0, 84
A# minor mel (7#), 4, 1, 0, 3, 0, 0, 0, 0, 0, 2, 2, 4, 4, 1, 1, 1, 0, 0, 2, 0, 0, 0, 2, 2, 2, 5, 1, 4, 1, 2, 1, 1, 4, 1, 0, 3, 0, 1, 0, 0, 0, 2, 2, 4, 4, 1, 0, 0, 68
Cb major blues (7b), 4, 6, 4, 1, 5, 6, 4, 2, 2, 4, 2, 3, 4, 3, 0, 0, 2, 7, 4, 4, 2, 7, 2, 2, 2, 5, 2, 4, 0, 2, 0, 0, 4, 6, 4, 1, 5, 5, 4, 2, 2, 4, 2, 3, 4, 2, 2, 2, 147
C# major blues (7#), 4, 5, 4, 1, 3, 4, 4, 2, 2, 4, 2, 3, 4, 1, 1, 1, 2, 5, 2, 2, 2, 5, 2, 2, 2, 4, 3, 4, 1, 3, 1, 1, 4, 5, 4, 1, 3, 4, 4, 2, 2, 4, 2, 3, 4, 1, 2, 2, 133
Ab minor blues (7b), 3, 3, 2, 1, 2, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 3, 3, 2, 1, 2, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 84
A# minor blues (7#), 3, 6, 4, 0, 4, 5, 4, 2, 2, 3, 2, 2, 3, 2, 0, 0, 2, 6, 3, 3, 2, 6, 2, 2, 2, 4, 2, 3, 0, 2, 0, 0, 3, 6, 4, 0, 4, 4, 4, 2, 2, 3, 2, 2, 3, 2, 2, 2, 126
Cb dorian (7b), 2, 4, 2, 0, 3, 3, 2, 1, 1, 2, 1, 1, 2, 2, 0, 0, 1, 4, 2, 2, 1, 4, 1, 1, 1, 3, 1, 2, 0, 1, 0, 0, 2, 4, 2, 0, 3, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 77
C# dorian (7#), 3, 6, 4, 1, 4, 4, 4, 2, 2, 3, 2, 3, 3, 2, 0, 0, 2, 6, 3, 2, 2, 6, 2, 2, 2, 5, 2, 3, 0, 2, 0, 0, 3, 6, 4, 1, 4, 4, 4, 2, 2, 3, 2, 3, 3, 2, 2, 2, 129
Cb phrygian (7b), 2, 4, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 2, 2, 0, 0, 1, 4, 2, 1, 1, 4, 1, 1, 1, 4, 1, 2, 0, 1, 0, 0, 2, 4, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 80
C# phrygian (7#), 3, 4, 2, 0, 2, 6, 2, 2, 0, 1, 2, 2, 3, 3, 0, 0, 2, 4, 3, 4, 2, 4, 2, 2, 2, 4, 0, 3, 0, 0, 0, 0, 3, 4, 2, 0, 2, 5, 2, 2, 0, 1, 2, 2, 3, 2, 2, 2, 98
Cb lydian (7b), 2, 3, 1, 0, 2, 4, 1, 1, 0, 1, 1, 1, 2, 3, 0, 0, 1, 3, 2, 3, 1, 3, 1, 1, 1, 3, 0, 2, 0, 0, 0, 0, 2, 3, 1, 0, 2, 3, 1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 65
C# lydian (7#), 4, 6, 4, 0, 5, 5, 4, 2, 2, 4, 2, 2, 4, 2, 0, 0, 2, 7, 4, 3, 2, 7, 2, 2, 2, 4, 2, 4, 0, 2, 0, 0, 4, 6, 4, 0, 5, 4, 4, 2, 2, 4, 2, 2, 4, 2, 2, 2, 138
Cb mixolydian (7b), 3, 4, 3, 1, 2, 3, 3, 2, 1, 3, 1, 2, 3, 1, 1, 1, 2, 4, 1, 2, 2, 4, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 3, 4, 3, 1, 2, 4, 3, 2, 1, 3, 1, 2, 3, 1, 2, 2, 102
C# mixolydian (7#), 2, 4, 2, 1, 4, 3, 2, 0, 2, 3, 1, 1, 2, 2, 0, 0, 0, 4, 2, 1, 0, 4, 1, 1, 1, 3, 2, 2, 0, 2, 0, 0, 2, 4, 2, 1, 4, 3, 2, 0, 2, 3, 1, 1, 2, 2, 0, 0, 81
Cb aeolian (7b), 4, 3, 2, 2, 0, 2, 2, 2, 0, 2, 2, 4, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 1, 4, 1, 2, 1, 1, 4, 3, 2, 2, 0, 3, 2, 2, 0, 2, 2, 4, 4, 1, 2, 2, 100
C# aeolian (7#), 2, 4, 2, 2, 4, 2, 2, 0, 2, 3, 1, 2, 2, 2, 0, 0, 0, 4, 2, 0, 0, 4, 1, 1, 1, 4, 2, 2, 0, 2, 0, 0, 2, 4, 2, 2, 4, 3, 2, 0, 2, 3, 1, 2, 2, 2, 0, 0, 84
Cb locrian (7b), 2, 4, 2, 0, 3, 6, 2, 2, 0, 2, 0, 0, 2, 3, 0, 0, 2, 5, 2, 4, 2, 5, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 4, 2, 0, 3, 5, 2, 2, 0, 2, 0, 0, 2, 2, 2, 2, 82
C# locrian (7#), 4, 6, 4, 1, 5, 6, 4, 2, 2, 4, 2, 3, 4, 3, 0, 0, 2, 7, 4, 4, 2, 7, 2, 2, 2, 5, 2, 4, 0, 2, 0, 0, 4, 6, 4, 1, 5, 5, 4, 2, 2, 4, 2, 3, 4, 2, 2, 2, 147
