 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, rowcost
E minor blues (1#), 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 3:0:1:0:3, 1:0:0:0:0, 1:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 4:2:0:0:1, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 2:0:0:0:1, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 3:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 52:3:1:0:23
F dorian (1b), 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 3:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:0:0:0:0, 2:1:0:0:1, 1:1:0:0:1, 2:0:0:0:0, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:1:1:0:2, 0:0:0:0:0, 1:0:1:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 40:9:2:0:11
G dorian (1#), 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 3:0:1:0:3, 1:0:0:0:0, 1:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 4:2:0:0:1, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 2:0:0:0:1, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 3:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 52:3:1:0:23
F phrygian (1b), 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 3:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:0:0:0:0, 2:1:0:0:1, 1:1:0:0:1, 2:0:0:0:0, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:1:1:0:2, 0:0:0:0:0, 1:0:1:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 40:9:2:0:11
G phrygian (1#), 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 3:0:1:0:3, 1:0:0:0:0, 1:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 4:2:0:0:1, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 2:0:0:0:1, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 3:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 52:3:1:0:23
F lydian (1b), 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 3:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:0:0:0:0, 2:1:0:0:1, 1:1:0:0:1, 2:0:0:0:0, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:1:1:0:2, 0:0:0:0:0, 1:0:1:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 40:9:2:0:11
G lydian (1#), 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 3:0:1:0:3, 1:0:0:0:0, 1:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 4:2:0:0:1, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 2:0:0:0:1, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 3:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 52:3:1:0:23
F mixolydian (1b), 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 3:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:0:0:0:0, 2:1:0:0:1, 1:1:0:0:1, 2:0:0:0:0, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:1:1:0:2, 0:0:0:0:0, 1:0:1:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 40:9:2:0:11
G mixolydian (1#), 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 3:0:1:0:3, 1:0:0:0:0, 1:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 4:2:0:0:1, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 2:0:0:0:1, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 3:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 52:3:1:0:23
F aeolian (1b), 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 3:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:0:0:0:0, 2:1:0:0:1, 1:1:0:0:1, 2:0:0:0:0, 2:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 2:1:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 3:1:1:0:2, 0:0:0:0:0, 1:0:1:0:1, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 40:9:2:0:11
G aeolian (1#), 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:1, 2:0:0:0:1, 3:0:1:0:3, 1:0:0:0:0, 1:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 4:2:0:0:1, 3:0:0:0:2, 3:0:0:0:2, 2:0:0:0:1, 2:0:0:0:1, 2:0:0:0:0, 1:0:0:0:0, 3:1:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 3:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 52:3:1:0:23
