 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, rowcost
E aeolian (4#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Ab locrian (4b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
E locrian (4#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Db major (5b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
B major (5#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
Bb minor (5b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
G# minor (5#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
Bb minor mel (5b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
G# minor mel (5#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 2, 1, 1, 1, 0, 0, 30
Db major blues (5b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
B major blues (5#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 2, 0, 0, 0, 1, 0, 46
Bb minor blues (5b),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 3, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 3, 4, 0,  ,  ,  ,  ,  ,  , 2, 2, 2, 1, 0, 0, 0, 2, 0, 51
G# minor blues (5#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 5, 4, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 54
Db dorian (5b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 4, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 52
B dorian (5#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Db phrygian (5b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
B phrygian (5#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Db lydian (5b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
B lydian (5#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
Db mixolydian (5b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
B mixolydian (5#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
Db aeolian (5b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
B aeolian (5#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 2, 1, 1, 1, 0, 0, 30
Db locrian (5b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 2, 2, 2, 3, 4, 1, 0, 0, 1, 2, 2, 1, 0, 2, 2, 1, 2, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 2, 1, 1, 1, 2, 0, 46
B locrian (5#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 4, 2, 2, 1, 0, 0, 1, 0, 2, 2, 4, 1, 2, 2, 4, 4, 0,  ,  ,  ,  ,  ,  , 2, 1, 1, 0, 0, 1, 1, 2, 0, 56
Gb major (6b),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 3, 4, 1, 1, 0, 0, 0, 1, 1, 3, 3, 2, 1, 3, 3, 2, 2, 0,  ,  ,  ,  ,  ,  , 3, 0, 0, 1, 0, 3, 3, 2, 0, 53
F# major (6#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
Eb minor (6b),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 2, 2, 2, 2, 0, 0, 0, 1, 0, 46
D# minor (6#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 3, 0, 0, 1, 0, 1, 1, 3, 1, 1, 1, 3, 4, 0,  ,  ,  ,  ,  ,  , 2, 2, 2, 1, 0, 0, 0, 2, 0, 51
Eb minor mel (6b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 5, 4, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 54
D# minor mel (6#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 4, 4, 3, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 3, 1,  ,  ,  ,  ,  ,  , 1, 3, 3, 4, 1, 1, 1, 1, 0, 52
Gb major blues (6b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
F# major blues (6#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
Eb minor blues (6b),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
D# minor blues (6#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 27
Gb dorian (6b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 4, 4, 3, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1,  ,  ,  ,  ,  ,  , 1, 2, 2, 3, 1, 0, 0, 0, 0, 37
F# dorian (6#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  ,  ,  ,  , 0, 2, 2, 4, 1, 1, 1, 0, 0, 25
Gb phrygian (6b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,  ,  ,  ,  ,  ,  , 0, 3, 3, 3, 1, 0, 0, 0, 0, 26
F# phrygian (6#),  ,  ,  ,  , 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 3, 5, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 3, 0,  ,  ,  ,  ,  ,  , 1, 2, 2, 2, 1, 0, 0, 1, 0, 42
Gb lydian (6b),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 7, 4, 3, 0, 2, 3, 2, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 0,  ,  ,  ,  ,  ,  , 7, 1, 1, 1, 0, 3, 3, 6, 2, 84
F# lydian (6#),  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 0, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0,  ,  ,  ,  ,  ,  , 4, 1, 1, 1, 0, 2, 2, 3, 1, 47
Gb mixolydian (6b),  ,  ,  ,  , 3, 2, 3, 2, 3, 2, 3, 7, 5, 4, 1, 3, 2, 2, 4, 4, 3, 3, 4, 2, 3, 3, 4, 3, 0,  ,  ,  ,  ,  ,  , 7, 0, 0, 0, 0, 3, 3, 7, 2, 97
F# mixolydian (6#),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 4, 3, 3, 1, 2, 1, 1, 2, 2, 2, 2, 3, 1, 2, 2, 3, 2, 0,  ,  ,  ,  ,  ,  , 4, 0, 0, 0, 0, 2, 2, 4, 1, 60
Gb aeolian (6b),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 7, 5, 3, 0, 2, 2, 2, 4, 4, 3, 3, 3, 2, 3, 3, 3, 2, 0,  ,  ,  ,  ,  ,  , 7, 0, 0, 1, 0, 4, 4, 6, 2, 89
F# aeolian (6#),  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 4, 3, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 0,  ,  ,  ,  ,  ,  , 4, 0, 0, 1, 0, 3, 3, 3, 1, 52
Gb locrian (6b),  ,  ,  ,  , 4, 2, 4, 2, 4, 2, 4, 5, 6, 2, 2, 1, 0, 0, 2, 2, 4, 4, 4, 2, 4, 4, 4, 4, 0,  ,  ,  ,  ,  ,  , 5, 0, 0, 0, 0, 3, 3, 5, 0, 88
F# locrian (6#),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 3, 4, 2, 2, 1, 0, 0, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 0,  ,  ,  ,  ,  ,  , 3, 0, 0, 0, 0, 2, 2, 3, 0, 61
Cb major (7b),  ,  ,  ,  , 3, 2, 3, 2, 3, 2, 3, 7, 6, 4, 1, 3, 2, 2, 4, 4, 4, 4, 5, 2, 4, 4, 5, 3, 0,  ,  ,  ,  ,  ,  , 7, 0, 0, 0, 0, 4, 4, 7, 2, 106
C# major (7#),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 5, 3, 2, 0, 1, 2, 1, 5, 2, 1, 1, 2, 2, 1, 1, 2, 2, 0,  ,  ,  ,  ,  ,  , 5, 1, 1, 1, 0, 2, 2, 4, 1, 64
Ab minor (7b),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 4, 3, 4, 2, 4, 3, 2, 3, 3, 2, 2, 2, 0, 2, 2, 2, 1, 1,  ,  ,  ,  ,  ,  , 4, 0, 0, 1, 0, 2, 2, 4, 2, 61
A# minor (7#),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 4, 2, 0, 1, 3, 4, 0, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0,  ,  ,  ,  ,  ,  , 4, 1, 1, 3, 1, 4, 4, 4, 0, 72
Ab minor mel (7b),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 4, 3, 3, 1, 3, 3, 2, 3, 3, 2, 2, 1, 0, 2, 2, 1, 0, 1,  ,  ,  ,  ,  ,  , 4, 0, 0, 2, 0, 3, 3, 3, 2, 53
A# minor mel (7#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4, 5, 0, 2, 2, 2, 2, 0, 0, 2, 2, 0, 0, 1,  ,  ,  ,  ,  ,  , 2, 1, 1, 4, 1, 4, 4, 2, 0, 45
Cb major blues (7b),  ,  ,  ,  , 4, 2, 4, 2, 4, 2, 4, 7, 7, 4, 2, 3, 2, 2, 4, 4, 5, 5, 6, 2, 5, 5, 6, 5, 0,  ,  ,  ,  ,  ,  , 7, 1, 1, 1, 0, 5, 5, 7, 2, 125
C# major blues (7#),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 7, 4, 3, 0, 2, 3, 2, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 0,  ,  ,  ,  ,  ,  , 7, 1, 1, 1, 0, 3, 3, 6, 2, 84
Ab minor blues (7b),  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 0, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0,  ,  ,  ,  ,  ,  , 4, 1, 1, 1, 0, 2, 2, 3, 1, 47
A# minor blues (7#),  ,  ,  ,  , 3, 2, 3, 2, 3, 2, 3, 7, 5, 4, 1, 3, 2, 2, 4, 4, 3, 3, 4, 2, 3, 3, 4, 3, 0,  ,  ,  ,  ,  ,  , 7, 0, 0, 0, 0, 3, 3, 7, 2, 97
Cb dorian (7b),  ,  ,  ,  , 2, 1, 2, 1, 2, 1, 2, 4, 3, 3, 1, 2, 1, 1, 2, 2, 2, 2, 3, 1, 2, 2, 3, 2, 0,  ,  ,  ,  ,  ,  , 4, 0, 0, 0, 0, 2, 2, 4, 1, 60
C# dorian (7#),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 7, 5, 3, 0, 2, 2, 2, 4, 4, 3, 3, 3, 2, 3, 3, 3, 2, 0,  ,  ,  ,  ,  ,  , 7, 0, 0, 1, 0, 4, 4, 6, 2, 89
Cb phrygian (7b),  ,  ,  ,  , 1, 1, 1, 1, 1, 1, 1, 4, 3, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 0,  ,  ,  ,  ,  ,  , 4, 0, 0, 1, 0, 3, 3, 3, 1, 52
C# phrygian (7#),  ,  ,  ,  , 4, 2, 4, 2, 4, 2, 4, 5, 6, 2, 2, 1, 0, 0, 2, 2, 4, 4, 4, 2, 4, 4, 4, 4, 0,  ,  ,  ,  ,  ,  , 5, 0, 0, 0, 0, 3, 3, 5, 0, 88
Cb lydian (7b),  ,  ,  ,  , 3, 1, 3, 1, 3, 1, 3, 3, 4, 2, 2, 1, 0, 0, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 0,  ,  ,  ,  ,  ,  , 3, 0, 0, 0, 0, 2, 2, 3, 0, 61
C# lydian (7#),  ,  ,  ,  , 3, 2, 3, 2, 3, 2, 3, 7, 6, 4, 1, 3, 2, 2, 4, 4, 4, 4, 5, 2, 4, 4, 5, 3, 0,  ,  ,  ,  ,  ,  , 7, 0, 0, 0, 0, 4, 4, 7, 2, 106
Cb mixolydian (7b),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 5, 3, 2, 0, 1, 2, 1, 5, 2, 1, 1, 2, 2, 1, 1, 2, 2, 0,  ,  ,  ,  ,  ,  , 5, 1, 1, 1, 0, 2, 2, 4, 1, 64
C# mixolydian (7#),  ,  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 4, 3, 4, 2, 4, 3, 2, 3, 3, 2, 2, 2, 0, 2, 2, 2, 1, 1,  ,  ,  ,  ,  ,  , 4, 0, 0, 1, 0, 2, 2, 4, 2, 61
Cb aeolian (7b),  ,  ,  ,  , 2, 2, 2, 2, 2, 2, 2, 4, 2, 0, 1, 3, 4, 0, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0,  ,  ,  ,  ,  ,  , 4, 1, 1, 3, 1, 4, 4, 4, 0, 72
C# aeolian (7#),  ,  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 4, 3, 3, 1, 3, 3, 2, 3, 3, 2, 2, 1, 0, 2, 2, 1, 0, 1,  ,  ,  ,  ,  ,  , 4, 0, 0, 2, 0, 3, 3, 3, 2, 53
Cb locrian (7b),  ,  ,  ,  , 4, 2, 4, 2, 4, 2, 4, 3, 7, 2, 2, 1, 0, 0, 2, 0, 3, 3, 6, 2, 3, 3, 6, 5, 0,  ,  ,  ,  ,  ,  , 3, 1, 1, 0, 0, 2, 2, 3, 0, 82
C# locrian (7#),  ,  ,  ,  , 4, 2, 4, 2, 4, 2, 4, 7, 7, 4, 2, 3, 2, 2, 4, 4, 5, 5, 6, 2, 5, 5, 6, 5, 0,  ,  ,  ,  ,  ,  , 7, 1, 1, 1, 0, 5, 5, 7, 2, 125
